"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"432",4479556,"amazing convenient 5 min  to city",23243453,"Rodney","Queens","Long Island City",40.74681,-73.94586,"Entire home/apt",225,1,1,"2015-01-04",0.02,1,0
"453",4629726,"sunny studio",23971405,"Monica","Queens","Kew Gardens",40.70705,-73.83346,"Entire home/apt",100,2,1,"2016-01-02",0.02,1,0
"471",4745876,"urban sanctuary in the heart of nyc",21047204,"Michael","Queens","Long Island City",40.74821,-73.94803,"Entire home/apt",150,2,1,"2014-12-31",0.02,1,0
"547",5569167,"private room in heart of astoria",13728275,"Elvira","Queens","Astoria",40.76272,-73.92004,"Private room",50,4,1,"2015-03-16",0.02,1,0
"598",6196265,"charming house in astoria",10618197,"Ambre","Queens","Ditmars Steinway",40.7802,-73.90913,"Entire home/apt",150,7,1,"2015-07-02",0.02,1,0
"610",6391286,"private room in spacious house",3911265,"Ali","Queens","Long Island City",40.75405,-73.93717,"Private room",60,7,1,"2015-10-01",0.02,1,0
"613",6402712,"private room in astoria",30166510,"Alina","Queens","Astoria",40.77006,-73.93043,"Private room",50,1,1,"2015-08-10",0.02,1,0
"646",6692574,"cozy 1br apt in center flushing",22727131,"Iris","Queens","Flushing",40.75529,-73.83043,"Entire home/apt",150,7,1,"2015-11-01",0.02,1,0
"648",6704000,"sunny room in astoria nyc ! ",34578795,"Ryan","Queens","Astoria",40.75929,-73.9173,"Private room",45,10,1,"2015-08-14",0.02,1,0
"665",6776230,"ridgewood 2 bedroom",35474215,"Gregory","Queens","Ridgewood",40.70966,-73.90064,"Entire home/apt",100,4,1,"2015-07-15",0.02,1,0
"672",6869940,"furnished room in a spacious apt",731601,"Idil","Queens","Astoria",40.77199,-73.93159,"Private room",55,15,1,"2015-08-13",0.02,2,0
"676",6910072,"sunny room in bushwick & central ac",36211685,"Vienna","Queens","Ridgewood",40.70588,-73.91464,"Private room",85,1,1,"2015-08-17",0.02,1,0
"679",6915467,"clean room close to subway station",27962518,"Xiangyu","Queens","Elmhurst",40.73713,-73.8741,"Private room",85,1,1,"2015-07-02",0.02,2,0
"687",6988794,"private room in large 2 bedroom apt",36641477,"David","Queens","Forest Hills",40.724,-73.84962,"Private room",75,3,1,"2015-08-31",0.02,1,0
"690",7026258,"airy living room | 15 min. to gc",33736005,"Sarah","Queens","Sunnyside",40.74439,-73.92163,"Shared room",50,1,1,"2015-06-28",0.02,2,0
"716",7321054,"great room  7 min from manhattan ! ",38352423,"Ashley","Queens","Long Island City",40.75508,-73.92918,"Private room",45,1,1,"2015-07-20",0.02,1,0
"764",7748044,"neat room with private bath $60",40140854,"Soojeong","Queens","Elmhurst",40.73607,-73.87981,"Private room",60,1,1,"2015-08-08",0.02,1,0
"773",7802086,"sunny apt in prime location",12904034,"Shan","Queens","Long Island City",40.74462,-73.95521,"Entire home/apt",80,2,1,"2015-09-14",0.02,1,0
"776",7828204,"large room close to nyc",30379314,"Caitlin","Queens","Sunnyside",40.74447,-73.92547,"Private room",50,1,1,"2015-09-09",0.02,1,0
"807",8171965,"astoria room facing the park",40336543,"Simon","Queens","Long Island City",40.76211,-73.92894,"Private room",100,1,1,"2015-09-02",0.02,2,364
"810",8211513,"cozy room  in quiet neighborhood",43299973,"Alex","Queens","Ridgewood",40.70468,-73.90553,"Private room",40,2,1,"2015-10-13",0.02,1,0
"813",8241894,"1 large bedroom 10mins to manhattan",6865699,"Yuxi","Queens","Long Island City",40.75363,-73.93463,"Private room",80,3,1,"2015-09-14",0.02,1,0
"835",8482165,"charming living room in astoria",32833549,"Siju","Queens","Astoria",40.76541,-73.92009,"Shared room",52,1,1,"2015-09-27",0.02,1,363
"848",8612715,"nyc-room nohiddenfees+freebreakfast",20985328,"​ Valéria","Queens","Astoria",40.76258,-73.92141,"Private room",70,3,1,"2015-10-12",0.02,2,36
"858",8663831,"room in a beautiful apartment",16339935,"Amy","Queens","Long Island City",40.75819,-73.93213,"Private room",90,3,1,"2015-10-24",0.02,1,0
"877",8848162,"great  clean nyc apartment",46122430,"Liana","Queens","Astoria",40.76114,-73.91398,"Private room",42,60,1,"2015-10-26",0.02,1,0
"901",9089397,"hosting single travelers  weekends",47394476,"Alexander","Queens","Astoria",40.76352,-73.91353,"Private room",50,2,1,"2015-11-03",0.02,1,0
"912",9219588,"cozy  yet spacious apt in astoria ! ",12864943,"Tegan","Queens","Astoria",40.75855,-73.91021,"Entire home/apt",120,1,1,"2015-12-27",0.02,2,0
"915",9247687,"newly renovated apartment.",48055483,"Vincent","Queens","Middle Village",40.71527,-73.89829,"Private room",70,1,1,"2016-01-05",0.02,1,364
"920",9334840,"cozy warm one bedroom",2716515,"Nick","Queens","Astoria",40.7576,-73.9067,"Entire home/apt",70,1,1,"2015-11-11",0.02,1,0
"977",9794402,"cute apartment - heart of astoria",17490821,"Pierre","Queens","Astoria",40.7609,-73.92288,"Entire home/apt",100,3,1,"2015-12-28",0.02,1,0
"983",9881195,"huge apartment - close to subway",5913612,"John-Paul","Queens","Astoria",40.76197,-73.92208,"Entire home/apt",150,1,1,"2016-01-03",0.02,1,0
"984",9884516,"gorgeous space in lic astoria",47653056,"Jamie","Queens","Long Island City",40.75342,-73.9237,"Private room",66,7,1,"2016-01-05",0.02,1,0
"1005",10017050,"nice and quiet  lots of trees.",45483124,"Maria","Queens","East Elmhurst",40.75836,-73.87631,"Private room",700,1,1,"2016-01-03",0.02,1,97
"1008",10039250,"jfk lga manhattan timesq privatebathroom queens",36577517,"Nan","Queens","Elmhurst",40.74556,-73.88118,"Private room",49,2,1,"2016-03-11",0.02,2,83
"1012",10057854,"room in lic - females only please",51614806,"Justyna","Queens","Long Island City",40.74967,-73.9396,"Private room",35,14,1,"2016-01-16",0.02,1,0
"1017",10133195,"private room 20mins from the city ! ",15640532,"Kelly","Queens","Elmhurst",40.74157,-73.88389,"Private room",65,4,1,"2016-01-02",0.02,1,0
"1056",10526745,"large private bedroom in comfy home",54279433,"Mfoniso","Queens","Sunnyside",40.74286,-73.91635,"Private room",34,1,1,"2016-01-26",0.02,1,0
"1065",10723142,"cozy and small bedroom in astoria !  ! ",24981045,"Julio","Queens","Astoria",40.76061,-73.91767,"Private room",35,1,1,"2016-02-01",0.02,1,0
"1110",11526684,"cozy loft in flushing",21960625,"Erjon","Queens","Flushing",40.75485,-73.82138,"Entire home/apt",90,3,1,"2016-03-25",0.02,1,0
"1140",11890882,"private room in nyc apartment",60617592,"Ricky","Queens","Astoria",40.76487,-73.91377,"Private room",50,1,1,"2016-03-24",0.02,1,0
"39",278145,"large room in a huge ny apartment.",1452026,"Heidi","Queens","Astoria",40.77117,-73.91905,"Private room",30,5,3,"2017-06-20",0.03,1,0
"41",291812,"entire apartment in astoria  15mins from manhattan",1509416,"Natalia","Queens","Astoria",40.76856,-73.91828,"Entire home/apt",70,5,1,"2016-08-30",0.03,1,0
"97",764052,"1 bedroom apartment in quiet area.",2618273,"Sabrina","Queens","Ditmars Steinway",40.77466,-73.91807,"Entire home/apt",390,3,1,"2016-12-27",0.03,1,89
"147",1147524,"3br family-friendly astoria house",244071,"Litza","Queens","Ditmars Steinway",40.77755,-73.90599,"Entire home/apt",175,7,2,"2014-07-12",0.03,1,8
"215",1950603,"cozy nyc apt. 10min to central park",8048803,"Daan","Queens","Long Island City",40.75401,-73.91757,"Entire home/apt",82,5,2,"2015-07-25",0.03,1,0
"224",2038278,"bright and open astoria apartment",10456845,"Taylor","Queens","Astoria",40.76589,-73.92864,"Entire home/apt",100,1,2,"2015-12-30",0.03,2,0
"241",2236458,"cozy 1 bdrm n the heart of astoria ! ",11418277,"Vanessa","Queens","Astoria",40.76437,-73.9195,"Entire home/apt",65,4,2,"2014-04-21",0.03,1,0
"266",2516430,"lg private rm 10mins to manhattan",10440985,"Jimmy","Queens","Astoria",40.75879,-73.91185,"Private room",50,10,1,"2016-07-31",0.03,1,0
"327",3499016,"house 1 bed $100  night per person",17618198,"Edvaldo","Queens","Ditmars Steinway",40.77902,-73.90768,"Private room",100,2,2,"2014-09-22",0.03,1,365
"336",3624952,"oasis in queens: private br  bath",2574452,"Samita","Queens","Jackson Heights",40.75193,-73.89085,"Private room",50,4,2,"2014-09-20",0.03,1,0
"348",3727816,"great place near flushing meadow",19044620,"Claudiu","Queens","Forest Hills",40.73538,-73.853,"Private room",80,1,2,"2014-10-22",0.03,1,0
"391",4137756,"gorgeous newly-renovated apt",3145112,"Emma","Queens","Ridgewood",40.70293,-73.90771,"Entire home/apt",130,7,2,"2016-01-07",0.03,1,0
"407",4262707,"upscale  jfk beach  modern 1br apt.",22124628,"Aj","Queens","Howard Beach",40.65443,-73.84605,"Entire home/apt",63,30,2,"2014-10-11",0.03,1,362
"731",7491626,"balcony oasis & open view - 20 min to manhattan",30662827,"Nicole","Queens","Astoria",40.767,-73.93051,"Entire home/apt",95,4,1,"2016-07-08",0.03,1,0
"775",7827616,"private room in cozy nyc apartment",41219108,"Darsell","Queens","Astoria",40.76257,-73.91803,"Private room",50,3,1,"2016-09-05",0.03,1,0
"822",8367125,"nice & clean studio for a couple",44099001,"Agnieszka","Queens","Elmhurst",40.7452,-73.89086,"Entire home/apt",78,2,1,"2016-09-18",0.03,1,0
"857",8653449,"private room  with shared bathroom",31598220,"Adishwar","Queens","Jackson Heights",40.74766,-73.88949,"Private room",45,20,1,"2016-06-20",0.03,1,0
"859",8664615,"stylish astoria apartment",45446889,"Justin","Queens","Astoria",40.76707,-73.91473,"Entire home/apt",75,3,1,"2016-08-31",0.03,1,0
"882",8886292,"spacious masterbedroom 15min to nyc",43908809,"M&L","Queens","Woodside",40.74968,-73.90333,"Private room",170,1,1,"2016-06-08",0.03,3,90
"951",9615209,"cozy studio in luxury building lic",49746656,"Elva","Queens","Long Island City",40.74572,-73.95679,"Entire home/apt",85,5,1,"2016-08-13",0.03,1,0
"1086",11118296,"forest hills haven",57762390,"Annette","Queens","Forest Hills",40.71813,-73.8386,"Entire home/apt",100,2,1,"2016-08-05",0.03,1,0
"1104",11442670,"females only private room jfk 1omin",60145132,"Annett And Chuck","Queens","Jamaica",40.69462,-73.80178,"Private room",40,1,1,"2016-10-08",0.03,1,88
"1111",11548744,"sunny 2br railroad apt. in lic",55601638,"Sarah","Queens","Long Island City",40.74493,-73.9537,"Entire home/apt",158,1,1,"2016-07-10",0.03,1,0
"1117",11603201,"1 bedroom in astoria  queens",7982432,"Joe","Queens","Long Island City",40.76485,-73.93959,"Private room",65,1,1,"2016-04-18",0.03,1,0
"1123",11653913,"spacious 1 br heart of astoria",10575779,"Andrea","Queens","Astoria",40.7588,-73.91762,"Entire home/apt",190,2,1,"2016-03-26",0.03,1,0
"1129",11728836,"roomy sunny apt in <3 of astoria",10620222,"Rebecca","Queens","Astoria",40.76711,-73.92046,"Entire home/apt",95,3,1,"2016-03-26",0.03,1,0
"1133",11791225,"spacious bedroom in astoria  ny",23269511,"Michael","Queens","Astoria",40.76792,-73.91175,"Private room",50,5,1,"2016-05-27",0.03,1,0
"1144",11946206,"luxurious 1 bedroom apt ! ",2705455,"Rei","Queens","Long Island City",40.74284,-73.95755,"Entire home/apt",180,6,1,"2016-05-20",0.03,1,0
"1173",12342876,"cozy&spacious in beautiful astoria",8389062,"Eliza","Queens","Astoria",40.76202,-73.91467,"Entire home/apt",120,1,1,"2016-06-12",0.03,1,0
"1176",12367449,"i heart lic...you will too ! ",3121134,"Allison","Queens","Astoria",40.7619,-73.91985,"Private room",66,1,1,"2016-08-06",0.03,1,0
"1183",12404998,"cosy 1 bedroom apartment in astoria",47380199,"Kim","Queens","Astoria",40.76869,-73.91966,"Entire home/apt",120,7,1,"2016-06-05",0.03,1,0
"1190",12542909,"huge 800 sq ft 1 bedroom apt",67758079,"Janelle","Queens","Sunnyside",40.74706,-73.92076,"Entire home/apt",100,1,1,"2016-05-10",0.03,1,0
"1219",12775106,"apartment nyc - 10 to 20 june",1722054,"Cristian","Queens","Long Island City",40.74657,-73.94555,"Entire home/apt",120,5,1,"2016-06-19",0.03,1,0
"1228",12845943,"fully furnished room in quiet apt",51663418,"Melissa","Queens","Ditmars Steinway",40.77329,-73.9163,"Private room",40,14,1,"2016-08-10",0.03,1,0
"1249",12990926,"cozy private bedroom close to manhattan",2736755,"Marian","Queens","Astoria",40.7691,-73.91994,"Private room",63,7,1,"2017-01-02",0.03,2,0
"1253",13040683,"airy livingroom in quiet restaurant neighborhood  ! ",28868609,"John","Queens","Ditmars Steinway",40.77266,-73.90268,"Shared room",100,1,1,"2016-05-23",0.03,1,0
"1265",13100152,"beautiful top-floor sublet in astoria  nyc",620810,"Jay","Queens","Astoria",40.76555,-73.9169,"Entire home/apt",110,13,1,"2016-09-01",0.03,1,0
"1272",13127582,"one bedroom in beautiful astoria with balcony ! ",42048980,"Stephanie","Queens","Ditmars Steinway",40.77265,-73.91401,"Private room",100,1,1,"2016-05-30",0.03,1,0
"1275",13141460,"great space  great location ! ",46309248,"Heather","Queens","Astoria",40.76776,-73.92707,"Private room",120,1,1,"2016-06-14",0.03,1,0
"1286",13188552,"large one bedroom apartment with studio",18142892,"Stacy","Queens","Ridgewood",40.70871,-73.89415,"Entire home/apt",95,1,1,"2016-08-01",0.03,1,0
"1319",13427702,"cozy room for 2 in astoria ! ",11791633,"Neel","Queens","Ditmars Steinway",40.77437,-73.91854,"Private room",65,1,1,"2016-07-13",0.03,1,0
"1329",13492036,"beautiful 1 bedroom in astoria queens",77325010,"Petros","Queens","Ditmars Steinway",40.77231,-73.90793,"Entire home/apt",75,4,1,"2016-07-31",0.03,1,0
"1334",13519630,"luminous 2 bedroom apartment in bushwick",1658443,"Nicholas","Queens","Ridgewood",40.7011,-73.90964,"Entire home/apt",100,5,1,"2016-06-21",0.03,1,0
"1348",13652851,"cozy  quiet neat room for you ! ",14798138,"Marilyn","Queens","Cambria Heights",40.69061,-73.73917,"Private room",40,5,1,"2016-10-24",0.03,1,179
"1362",13740409,"perfect home for us open stay",33064589,"Elena","Queens","Flushing",40.74953,-73.79677,"Entire home/apt",350,3,1,"2016-08-27",0.03,1,0
"1395",13889399,"great 3 bedroom apt  near manhatthen",75919970,"Scott","Queens","Ditmars Steinway",40.77415,-73.91695,"Entire home/apt",125,1,1,"2016-07-25",0.03,1,0
"1403",13912926,"whole apartment in forest hills",1287719,"Constanza","Queens","Forest Hills",40.71642,-73.8357,"Entire home/apt",200,5,1,"2016-08-29",0.03,1,0
"1413",13945103,"great quiet room great location",82717014,"Mary","Queens","Sunnyside",40.74379,-73.91277,"Private room",90,1,1,"2016-09-11",0.03,1,173
"1455",14179120,"1 bdrm in astoria (public trans) close to us open",42150813,"Anthony","Queens","Astoria",40.7684,-73.91762,"Private room",60,1,1,"2016-10-09",0.03,1,0
"1460",14200678,"charming 1 bdr apt. just 17 mins from manhattan ! ",557669,"Ryan","Queens","Woodside",40.74663,-73.89653,"Entire home/apt",96,2,1,"2016-08-08",0.03,1,0
"1462",14220422,"rockaway beach surf and garden apartment",51162561,"Paul","Queens","Rockaway Beach",40.58626,-73.81465,"Entire home/apt",125,4,1,"2016-09-04",0.03,1,0
"1496",14482700,"a bedroom far from home",1017772,"Lane","Queens","Briarwood",40.71515,-73.8158,"Private room",55,2,1,"2016-09-18",0.03,1,56
"1506",14570408,"private room in 2 br on woodside",70769144,"Byungdo","Queens","Woodside",40.75105,-73.90152,"Private room",30,7,1,"2016-12-01",0.03,1,0
"1508",14629018,"1 bedroom apt all yours in astoria ! ",59503891,"B","Queens","Long Island City",40.74829,-73.93253,"Entire home/apt",100,2,1,"2016-10-10",0.03,1,0
"1509",14629878,"shared penthouse",46502890,"Jackie","Queens","Richmond Hill",40.69858,-73.82893,"Private room",60,30,1,"2016-08-31",0.03,2,363
"1511",14650584,"private room in sunnyside gardens",2964414,"Josefina","Queens","Sunnyside",40.74615,-73.91704,"Private room",98,2,1,"2016-08-28",0.03,1,88
"1580",15130158,"spacious 1 bdrm in queens w manhattan views",95913669,"Ali","Queens","Maspeth",40.73834,-73.90774,"Private room",46,1,1,"2016-09-26",0.03,1,0
"1612",15436402,"modern style apartment with balcony in astoria",11082833,"Mash","Queens","Astoria",40.76231,-73.92354,"Entire home/apt",80,2,1,"2017-01-23",0.03,1,0
"1705",16145655,"spacious 1-bd  sleeps 2  20 min to times square",105359406,"Lynne","Queens","Sunnyside",40.74535,-73.91985,"Private room",135,7,1,"2017-01-01",0.03,1,0
"1744",16332242,"spacious  cozy  quiet 1.5 bedroom",85692123,"Audrey","Queens","Ridgewood",40.70501,-73.91065,"Entire home/apt",99,4,1,"2017-01-02",0.03,1,0
"1753",16374819,"cozy and modern apartment in astoria",106436231,"Liliana","Queens","Astoria",40.77121,-73.92847,"Entire home/apt",225,7,1,"2016-12-30",0.03,1,0
"1778",16555921,"quiet private room queens nyc midtown 30 mins",109012504,"Rory","Queens","Maspeth",40.727,-73.88974,"Private room",40,3,1,"2017-01-18",0.03,1,0
"1797",16693621,"woodside private room for visitors ! ",49224450,"Dongho","Queens","Woodside",40.74271,-73.9046,"Private room",34,3,1,"2017-01-18",0.03,1,0
"1852",17251611,"cozy bdrm. astoria  queens. 10 min to manhattan.",26561588,"Tyler","Queens","Astoria",40.7578,-73.92368,"Private room",40,2,1,"2017-02-20",0.03,1,0
"59",517654,"beautiful apt 10 min to wbrg ! ",78742,"Joni","Queens","Ridgewood",40.70278,-73.90153,"Entire home/apt",70,30,3,"2015-08-15",0.04,1,0
"99",766964,"sublet lovely room in astoria  3-4 months",4044889,"Jenna","Queens","Astoria",40.77016,-73.92316,"Private room",55,80,3,"2012-11-10",0.04,1,119
"225",2048796,"sunnyside gardens oasis ! ",763439,"Joel","Queens","Sunnyside",40.74817,-73.91886,"Private room",50,1,1,"2017-08-12",0.04,1,0
"330",3594408,"bedr w priv bathr+balc 15m frm city",6150064,"Sonya","Queens","Astoria",40.76972,-73.9206,"Private room",85,2,2,"2015-08-25",0.04,1,0
"382",4053987,"small private room for 1 person",1960128,"Luana","Queens","Ozone Park",40.6844,-73.8472,"Private room",58,1,2,"2015-08-16",0.04,2,364
"390",4127524,"entire 1bd apt in long island city ! ",828682,"Leora","Queens","Long Island City",40.74264,-73.95122,"Entire home/apt",200,1,2,"2015-12-01",0.04,1,0
"397",4172633,"cozy one bedroom apt at the center of astoria",21652004,"June","Queens","Astoria",40.75637,-73.92132,"Entire home/apt",160,2,1,"2017-07-03",0.04,1,0
"439",4537500,"location nancy",3250450,"Petya","Queens","Astoria",40.76496,-73.9282,"Private room",39,31,2,"2017-09-29",0.04,18,310
"454",4633258,"room 15 min from manhttn.",23993707,"Bogna","Queens","Woodside",40.74626,-73.89727,"Private room",30,5,2,"2017-12-29",0.04,2,0
"461",4666794,"cozy bedroom in large apartment",18511357,"Meagan","Queens","Ditmars Steinway",40.77272,-73.90757,"Private room",60,7,1,"2017-07-01",0.04,1,0
"472",4766198,"private room with own entrance",24590092,"Debbie","Queens","Astoria",40.75962,-73.91419,"Private room",80,1,2,"2015-06-26",0.04,1,0
"481",4802299,"spacious 1 bdr in astoria  queens",24740606,"Zsuzsanna","Queens","Astoria",40.76457,-73.91205,"Entire home/apt",150,2,2,"2015-05-24",0.04,1,0
"527",5252343,"close to lga jfk & 15min to midtown",419629,"Nicky","Queens","Elmhurst",40.74125,-73.89035,"Private room",47,2,2,"2015-02-23",0.04,1,17
"535",5384774,"home for medical professionals - ""the singultus""",26377263,"Stat","Queens","Far Rockaway",40.59696,-73.75524,"Private room",42,6,2,"2015-07-31",0.04,43,151
"579",6000709,"comfortable room in 3br apartment",10859726,"Don Luis","Queens","Astoria",40.7701,-73.93219,"Private room",58,1,2,"2019-07-01",0.04,3,249
"581",6006661,"beautiful spacious studio",31183039,"Jai","Queens","Jackson Heights",40.74936,-73.88698,"Entire home/apt",90,7,2,"2015-12-05",0.04,1,0
"600",6234329,"luxury 1 bedroom in astoria",13324888,"Duygu","Queens","Astoria",40.77262,-73.92364,"Entire home/apt",200,7,2,"2016-09-18",0.04,1,0
"601",6262562,"25 minutes to manhattan near subway",15743237,"Champson","Queens","Forest Hills",40.71448,-73.85286,"Private room",59,1,2,"2015-08-16",0.04,2,0
"616",6449238,"astoria next to beer garden ! ",517772,"Faye","Queens","Ditmars Steinway",40.77387,-73.91778,"Entire home/apt",70,4,2,"2015-09-17",0.04,1,0
"652",6712618,"big room 2 blocks from central park  uws manhattan",22651758,"Tiphaine","Queens","Sunnyside",40.74147,-73.91997,"Entire home/apt",85,1,2,"2015-09-08",0.04,1,0
"677",6913240,"bedroom + study with private bath",15792771,"Wenxin","Queens","Rego Park",40.72597,-73.86131,"Private room",80,4,2,"2015-09-15",0.04,1,0
"678",6913795,"nevena's",10716661,"Dimitrios","Queens","Ditmars Steinway",40.77228,-73.91345,"Entire home/apt",75,3,2,"2016-01-31",0.04,1,0
"680",6933582,"cozy home in the heart of astoria",35914251,"Loren","Queens","Astoria",40.76371,-73.92049,"Entire home/apt",100,4,2,"2015-12-31",0.04,1,0
"688",7003697,"furnished room in astoria apartment",20582832,"Kathrine","Queens","Astoria",40.7681,-73.91651,"Private room",10000,100,2,"2016-02-13",0.04,1,0
"717",7322088,"a bedroom in a kosher appartment",24259346,"Johnathan Boev","Queens","Rego Park",40.72644,-73.85477,"Private room",39,1,2,"2015-09-07",0.04,1,0
"750",7665764,"us open? perfect lg 1 br apartment",40244009,"Marvin","Queens","Sunnyside",40.73926,-73.92045,"Entire home/apt",150,3,2,"2015-09-13",0.04,1,0
"756",7714405,"ideal apt for us tennis open  2br",40527701,"Christine","Queens","Elmhurst",40.73726,-73.88065,"Entire home/apt",150,2,2,"2015-08-17",0.04,1,0
"774",7810109,"1 bedroom garden apartment",30247185,"Samantha","Queens","Ridgewood",40.70994,-73.90201,"Entire home/apt",65,1,2,"2015-09-03",0.04,1,0
"781",7901928,"cozy room in the heart of astoria",4646764,"Amanda","Queens","Astoria",40.76281,-73.91554,"Private room",60,1,2,"2015-11-09",0.04,1,0
"789",7979433,"comfortable 1b in hot-spot queens",37801911,"Marissa","Queens","Astoria",40.75959,-73.92439,"Entire home/apt",100,1,2,"2015-09-21",0.04,1,0
"804",8167145,"cherry blossom apartment",1510638,"Alessandro","Queens","Astoria",40.75535,-73.91397,"Entire home/apt",135,7,2,"2015-10-02",0.04,1,157
"808",8190747,"cozy apartment",43203249,"Gina","Queens","Woodside",40.74715,-73.91104,"Private room",75,7,1,"2017-03-19",0.04,1,364
"831",8442642,"private bath master bedroom astoria",1411399,"Carlos","Queens","Astoria",40.76799,-73.91234,"Private room",109,1,2,"2016-05-12",0.04,5,138
"833",8472812,"2 bedroom apt 1 min walk to train",9295237,"Noelle","Queens","Astoria",40.75763,-73.91389,"Entire home/apt",130,5,2,"2019-05-31",0.04,2,0
"1567",15053461,"home 4 medical professionals- the ""fasciculation""",26377263,"Stat","Queens","Edgemere",40.59324,-73.77288,"Private room",40,30,1,"2017-08-05",0.04,43,354
"1803",16751874,"cozy  private apartment-house  with  extra media room",111134635,"Vilena","Queens","Jamaica",40.66893,-73.77144,"Private room",65,3,1,"2017-05-13",0.04,1,362
"1846",17219608,"beautiful 2 bedroom apartment in ridgewood",115939440,"Mika","Queens","Ridgewood",40.69645,-73.90223,"Entire home/apt",100,2,1,"2017-07-14",0.04,1,0
"1973",18152855,"beautiful 1-bedroom close to grand central",17520527,"Carolin","Queens","Sunnyside",40.74473,-73.91876,"Private room",150,3,1,"2017-06-02",0.04,1,0
"2003",18404432,"2 bedroom apartment & private backyard",104170260,"Lauren","Queens","Astoria",40.76736,-73.91685,"Entire home/apt",99,4,1,"2017-07-09",0.04,1,0
"2072",18946376,"small cute bedroom in astoria  queens lic",22899212,"Carmen","Queens","Ditmars Steinway",40.77204,-73.90868,"Private room",35,26,1,"2017-09-02",0.04,1,0
"2167",19460197,"huge   room separate entrance 15 min to manhattan",30237517,"David","Queens","Forest Hills",40.73321,-73.85058,"Private room",75,2,1,"2017-09-04",0.04,6,0
"2170",19474100,"comfy in queens",66734502,"Laura","Queens","Astoria",40.76248,-73.91686,"Private room",60,2,1,"2017-07-05",0.04,2,0
"2176",19530271,"appartement spacieux au c�ur d'astoria",37980834,"Oceane","Queens","Ditmars Steinway",40.76944,-73.90751,"Entire home/apt",119,1,1,"2017-07-09",0.04,1,0
"2186",19585955,"quiet full bed  loft and couch",4471200,"Adam","Queens","Ridgewood",40.69654,-73.90034,"Private room",40,2,1,"2017-07-04",0.04,1,0
"2277",20054293,"cozy spacious room in lic with backyard and bath",63235915,"Shen","Queens","Long Island City",40.76024,-73.94091,"Private room",61,3,1,"2017-08-01",0.04,1,0
