"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"2549",4137645,"beautiful williamsburg private room",11134688,"Noelle","Brooklyn","Williamsburg",40.71243,-73.95655,"Private room",60,1,1,"2014-09-23",0.02,1,0
"2559",4157064,"16' x 11' furnished br with balcony",3563,"Arnie","Brooklyn","Sunset Park",40.64076,-74.0224,"Private room",35,6,1,"2014-11-28",0.02,1,0
"2564",4163710,"cozy private room in beautiful apt",21609476,"Beatrice","Brooklyn","Midwood",40.6251,-73.96163,"Private room",40,15,1,"2014-11-03",0.02,1,0
"2583",4187653,"great deal.",12360407,"Firas","Brooklyn","Bay Ridge",40.62433,-74.02892,"Private room",85,2,1,"2015-05-09",0.02,1,0
"2620",4244476,"sunny and funky greenpoint room",782008,"Lori","Brooklyn","Greenpoint",40.73093,-73.95332,"Private room",75,1,1,"2015-07-10",0.02,1,0
"2645",4294640,"bedroom  balcony and best of ny.",21499988,"Joey","Brooklyn","Williamsburg",40.71613,-73.95336,"Private room",56,1,1,"2014-10-26",0.02,1,0
"2647",4295603,"beautiful loft in flawless factory conversion",7503643,"Vida","Brooklyn","Greenpoint",40.7255,-73.9409,"Entire home/apt",129,30,1,"2015-03-27",0.02,52,300
"2659",4334513,"1 bed bath condo steps from bedford",2357221,"Swati","Brooklyn","Williamsburg",40.71104,-73.95917,"Entire home/apt",150,5,1,"2015-01-02",0.02,1,0
"2688",4379271,"spacious bklyn apt near manhattan",22738480,"Aaron","Brooklyn","Cobble Hill",40.68874,-73.99855,"Private room",100,8,1,"2015-01-05",0.02,1,0
"2692",4384820,"n 6th & bedford prime williamsburg",22764554,"Linda","Brooklyn","Williamsburg",40.71797,-73.95981,"Private room",135,1,1,"2014-11-04",0.02,1,0
"2701",4403159,"cute bedroom in williamsburg",13061093,"Priscillia","Brooklyn","Williamsburg",40.70953,-73.95994,"Private room",45,1,1,"2016-03-16",0.02,1,0
"2741",4482158,"lovely and spacious park slope home",23256032,"Katharine","Brooklyn","Park Slope",40.66767,-73.9828,"Entire home/apt",160,14,1,"2015-01-04",0.02,1,36
"2776",4546721,"large 1 bdrm near l in williamsburg",23573737,"Michelle","Brooklyn","Williamsburg",40.71171,-73.94575,"Entire home/apt",120,5,1,"2014-12-31",0.02,1,0
"2792",4571518,"park slope - furnished  room in 2br",23697064,"Matt","Brooklyn","South Slope",40.66289,-73.98176,"Private room",99,5,1,"2015-10-09",0.02,1,0
"2813",4606385,"coziest 2bd brownstone in jefftown",3184878,"Maggie","Brooklyn","Bushwick",40.70545,-73.91929,"Entire home/apt",150,1,1,"2015-03-17",0.02,1,0
"2820",4620954,"tranquil  clean bedroom ",23935018,"Marlon","Brooklyn","Bedford-Stuyvesant",40.68175,-73.95417,"Private room",85,3,1,"2015-10-24",0.02,1,0
"2824",4624657,"modern duplex with yard  in bedstuy",23952819,"Jason","Brooklyn","Bedford-Stuyvesant",40.68589,-73.93286,"Entire home/apt",500,1,1,"2015-08-30",0.02,2,362
"2870",4699535,"light and spacious your 1br fort greene apt awaits",41358,"Jen","Brooklyn","Fort Greene",40.6908,-73.97332,"Entire home/apt",145,2,1,"2015-09-28",0.02,1,0
"2874",4700565,"charming bohemian bushwick apt",24298733,"Tuva","Brooklyn","Bushwick",40.69167,-73.92169,"Private room",48,4,1,"2015-08-22",0.02,2,0
"2884",4717267,"large queen room for the holidays",24370211,"Yety","Brooklyn","Williamsburg",40.71138,-73.95385,"Private room",52,6,1,"2016-01-11",0.02,2,0
"2890",4721007,"cozy bedroom in brooklyn",6720617,"Nadine","Brooklyn","Crown Heights",40.67116,-73.93582,"Private room",40,1,1,"2015-01-06",0.02,1,0
"2892",4724943,"charming 1bd across from park",24403405,"Naomi","Brooklyn","Crown Heights",40.67163,-73.94265,"Entire home/apt",82,1,1,"2015-01-01",0.02,1,0
"2910",4745212,"bright & spacious  in williamsburg",2665225,"Sila","Brooklyn","Williamsburg",40.71717,-73.95688,"Entire home/apt",150,3,1,"2016-01-03",0.02,1,0
"2921",4758601,"sunny room in charming bed-stuy apartment",24554369,"Laina","Brooklyn","Bedford-Stuyvesant",40.68778,-73.92484,"Private room",31,5,1,"2015-08-01",0.02,1,0
"2922",4758924,"luxury apt in artsy bushwick",24555785,"Shanna","Brooklyn","Bushwick",40.69685,-73.92933,"Private room",73,1,1,"2015-01-03",0.02,1,0
"2940",4775278,"private apartment in heart of brooklyn",6948005,"Matt","Brooklyn","Bedford-Stuyvesant",40.69294,-73.96001,"Private room",75,1,1,"2016-01-01",0.02,1,0
"2973",4813259,"big & bright near park & museum",4312196,"Joshua","Brooklyn","Crown Heights",40.6794,-73.9616,"Private room",90,4,1,"2015-07-08",0.02,1,0
"2987",4824146,"spacious apt in bushwick",24840863,"Daniel","Brooklyn","Bushwick",40.70092,-73.92945,"Entire home/apt",95,1,1,"2015-01-04",0.02,1,0
"2997",4838260,"large private room in the sky",20357771,"Jun","Brooklyn","Williamsburg",40.71114,-73.94438,"Private room",100,1,1,"2015-05-19",0.02,1,0
"3006",4846877,"a crown heights holiday",6706914,"Leanne","Brooklyn","Crown Heights",40.67278,-73.95688,"Private room",65,1,1,"2015-01-04",0.02,2,0
"3008",4847624,"cozy 1br in brooklyn heights",22930715,"Natalie","Brooklyn","Brooklyn Heights",40.69191,-73.99331,"Entire home/apt",130,2,1,"2015-01-03",0.02,1,0
"3019",4855612,"cozy spacious apartment",24448659,"Christian","Brooklyn","Midwood",40.62971,-73.95069,"Entire home/apt",60,3,1,"2015-01-02",0.02,1,0
"3051",4906823,"beautiful sunny apt near prospect park ! ",25263341,"Dana","Brooklyn","Crown Heights",40.66412,-73.95591,"Private room",70,15,1,"2015-12-31",0.02,1,314
"3067",4932075,"brooklyn beauty !  private bed+bath",5037211,"Mariana","Brooklyn","Greenpoint",40.72023,-73.9479,"Private room",118,3,1,"2015-09-29",0.02,2,188
"3083",4983691,"greenpoint is the place to be ! ",4162067,"Citlali","Brooklyn","Greenpoint",40.72811,-73.94925,"Private room",95,4,1,"2015-10-28",0.02,1,0
"3088",4991235,"cozy  quiet 2-story place by subway",25271688,"Margot","Brooklyn","Greenpoint",40.7313,-73.95341,"Private room",100,14,1,"2015-09-21",0.02,1,0
"3110",5038299,"beautiful fort greene studio",17465490,"Tarun","Brooklyn","Fort Greene",40.68752,-73.9795,"Entire home/apt",180,31,1,"2015-01-21",0.02,1,0
"3137",5102132,"huge sunny private room in bushwick",26260328,"Alec","Brooklyn","Bushwick",40.70206,-73.91342,"Private room",45,7,1,"2016-02-16",0.02,1,0
"3162",5180624,"cozy room in bushwick  brooklyn",26794599,"Carmen","Brooklyn","Bushwick",40.69237,-73.92097,"Private room",60,2,1,"2015-09-21",0.02,1,0
"3166",5191617,"cozy room in clinton hill  bk",3977023,"Vaida","Brooklyn","Bedford-Stuyvesant",40.68977,-73.95603,"Private room",70,1,1,"2015-08-31",0.02,2,0
"3173",5199814,"sunny 1bedroom with yard",26899122,"Katherine","Brooklyn","South Slope",40.66437,-73.98353,"Entire home/apt",85,3,1,"2015-09-01",0.02,1,0
"3202",5277117,"comfortable crown heights room",6023360,"Ali","Brooklyn","Crown Heights",40.67221,-73.95584,"Private room",50,1,1,"2015-05-16",0.02,1,0
"3209",5293662,"ft greene clinton hill jr 1 bedroom",6177121,"Casey","Brooklyn","Clinton Hill",40.69358,-73.96966,"Entire home/apt",70,2,1,"2016-01-03",0.02,1,0
"3219",5315798,"williamsburg apt. s 2nd & bedford",22761603,"Dan","Brooklyn","Williamsburg",40.71425,-73.96054,"Private room",90,1,1,"2015-03-17",0.02,1,0
"3229",5328543,"private bedroom private bathroom",322716,"Alex","Brooklyn","Crown Heights",40.67209,-73.94899,"Private room",52,12,1,"2015-03-06",0.02,5,89
"3239",5359410,"comfy room  close to the train ! ",27782348,"Morgan","Brooklyn","Bushwick",40.6983,-73.92607,"Private room",50,1,1,"2015-03-10",0.02,1,0
"3244",5364814,"artist loft in bushwick",9881214,"Darcy","Brooklyn","Bushwick",40.70018,-73.92586,"Entire home/apt",125,1,1,"2015-04-01",0.02,1,0
"3259",5402239,"full apt. in prime williamsburg ! ",27159364,"Brett","Brooklyn","Williamsburg",40.71475,-73.95557,"Entire home/apt",90,4,1,"2015-03-14",0.02,1,0
"3270",5419405,"cozy 1br with backyard",1020326,"Michael & Andrea","Brooklyn","Carroll Gardens",40.67757,-73.99617,"Entire home/apt",150,7,1,"2015-08-03",0.02,1,0
"3278",5439148,"private room in duplex apartment",24468833,"Amanda","Brooklyn","Prospect Heights",40.67734,-73.96433,"Private room",75,1,1,"2015-08-09",0.02,2,188
"3292",5490366,"spacious private room + full bath ! ",28468845,"Jacob","Brooklyn","Bushwick",40.69024,-73.9059,"Private room",168,7,1,"2015-03-21",0.02,1,179
"3331",5579147,"bright  big 2 bedroom in park slope",10054163,"Jaclyn","Brooklyn","South Slope",40.6642,-73.98435,"Entire home/apt",149,2,1,"2015-04-09",0.02,1,0
"3338",5593205,"room available in fort greene",20083880,"Maryam","Brooklyn","Fort Greene",40.69701,-73.97353,"Private room",45,1,1,"2016-01-01",0.02,1,0
"3350",5625386,"1 bdrm apt near prospect park",6372947,"Michelle & Sebastien","Brooklyn","Flatbush",40.65305,-73.95818,"Entire home/apt",80,5,1,"2015-09-15",0.02,1,0
"3359",5652403,"room in clean quiet funky space ! ",3999695,"Sarah","Brooklyn","Bedford-Stuyvesant",40.69561,-73.93603,"Private room",475,3,1,"2015-09-26",0.02,1,0
"3369",5672288,"cozy 1 br apartment in williamsburg",15586243,"Andrew And Coline","Brooklyn","Williamsburg",40.7095,-73.94933,"Entire home/apt",100,3,1,"2015-04-27",0.02,1,0
"3376",5684147,"sun drenched amazing large 1 br",1606397,"Andrew","Brooklyn","Prospect-Lefferts Gardens",40.6589,-73.95969,"Entire home/apt",118,5,1,"2015-05-26",0.02,1,0
"3393",5727093,"urban rustic room in artist's loft ! ",29693386,"Jeffrey","Brooklyn","Williamsburg",40.70506,-73.93201,"Private room",65,7,1,"2015-04-08",0.02,1,0
"3410",5771655,"brooklyn bargain for august ! ",12212944,"Janine","Brooklyn","Kensington",40.64455,-73.98298,"Private room",30,21,1,"2015-06-19",0.02,2,1
"3421",5806687,"comfortable bedroom in bushwick",18060780,"Jessica","Brooklyn","Bushwick",40.69611,-73.92258,"Private room",65,1,1,"2015-05-05",0.02,1,0
"3435",5842819,"amazing apartment  heart of willy ! ",3560299,"Auminea","Brooklyn","Williamsburg",40.71671,-73.95591,"Private room",90,1,1,"2015-06-03",0.02,1,0
"3466",5904490,"spacious & sunny near mccarren park",30667498,"Cristina","Brooklyn","Greenpoint",40.72492,-73.95097,"Entire home/apt",175,1,1,"2015-07-16",0.02,1,0
"3503",6006837,"large private bdrm in s. park slope",6527023,"Sehrish","Brooklyn","Sunset Park",40.66343,-73.99324,"Private room",70,4,1,"2015-05-13",0.02,1,0
"3505",6015754,"comfortable and large room",8636732,"Kay","Brooklyn","Flatbush",40.63676,-73.96713,"Private room",31,10,1,"2015-11-02",0.02,2,0
"3540",6104951,"2 bed 2 bath - driveway & backyard ! ",815619,"Rajesh","Brooklyn","East Flatbush",40.64685,-73.95,"Entire home/apt",118,30,1,"2015-08-25",0.02,1,68
"3547",6131266,"big sunny room in crown heights",3940516,"Ali","Brooklyn","Crown Heights",40.67331,-73.95863,"Private room",55,1,1,"2015-05-15",0.02,1,0
"3549",6133150,"spend your fall in bed-stuy",31817441,"André","Brooklyn","Bedford-Stuyvesant",40.68227,-73.93305,"Private room",52,2,1,"2015-11-01",0.02,1,0
"3553",6145124,"spacious bedroom in brooklyn",31876574,"Morteza","Brooklyn","Crown Heights",40.66739,-73.9501,"Private room",44,1,1,"2015-05-21",0.02,1,0
"3556",6149507,"2b williamsburg loft apartment",21558108,"Emma","Brooklyn","Williamsburg",40.712,-73.96666,"Entire home/apt",157,1,1,"2015-05-07",0.02,1,0
"3557",6150778,"guest suite in prime williamsburg",608113,"Adam","Brooklyn","Williamsburg",40.71059,-73.9506,"Private room",80,4,1,"2015-05-20",0.02,1,0
"3562",6168331,"sun-filled living room with futon ! ",32001723,"Lena","Brooklyn","Bushwick",40.69505,-73.93161,"Shared room",45,1,1,"2015-05-05",0.02,1,0
"3568",6182580,"private room in a goodhome",10576263,"Odalys & Maya","Brooklyn","Crown Heights",40.67603,-73.95302,"Private room",58,4,1,"2016-01-02",0.02,1,332
"3574",6188022,"handsome historic greenpoint 2br",1811344,"Jennifer","Brooklyn","Greenpoint",40.73163,-73.95434,"Entire home/apt",225,3,1,"2015-08-01",0.02,1,0
"3607",6246681,"sun-drenched williamsburg apartment",27428499,"Allyssa","Brooklyn","Williamsburg",40.71475,-73.93782,"Entire home/apt",190,2,1,"2015-09-28",0.02,1,0
"3614",6257715,"sunny top floor of a brownstone",1856829,"Annie","Brooklyn","Fort Greene",40.68559,-73.96932,"Entire home/apt",100,2,1,"2015-05-10",0.02,1,0
