"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"14394",26473275,"large 1 bedroom apartment near prospect park",749126,"Stacey","Brooklyn","South Slope",40.66501,-73.98112,"Entire home/apt",145,2,8,"2019-05-13",0.66,1,0
"14797",27292944,"cozy duplex in redhook  brooklyn
(entire basement)",8593113,"Salem","Brooklyn","Red Hook",40.67349,-74.00589,"Private room",81,1,7,"2019-05-17",0.66,2,48
"15044",27782948,"private room in trendy williamsburg",20448671,"Kandi","Brooklyn","Williamsburg",40.7098,-73.9418,"Private room",66,2,6,"2019-01-02",0.66,3,173
"15078",27842475,"bright brooklyn studio",41610771,"Caroline","Brooklyn","Bedford-Stuyvesant",40.68056,-73.95372,"Entire home/apt",100,3,5,"2019-06-10",0.66,1,4
"15573",28867389,"plg brooklyn apartment private bedroom+bathroom",53357457,"Benjamin","Brooklyn","Prospect-Lefferts Gardens",40.66357,-73.948,"Private room",59,3,6,"2019-03-24",0.66,1,0
"15765",29183204,"brand new private room in new building w roofdeck",54677106,"Alan","Brooklyn","Bedford-Stuyvesant",40.6797,-73.94084,"Private room",41,1,6,"2019-03-17",0.66,2,0
"16168",29827530,"bright brooklyn brownstone",6856247,"Andrew","Brooklyn","Park Slope",40.67262,-73.97372,"Entire home/apt",160,2,5,"2019-07-02",0.66,1,2
"16305",30012164,"historic gem in beautiful clinton hill  brooklyn",30466297,"Jack","Brooklyn","Clinton Hill",40.68632,-73.96292,"Entire home/apt",450,2,5,"2019-07-05",0.66,1,11
"16310",30015529,"quiet  sun-filled  1br williamsburg apt",53444504,"Harvey","Brooklyn","Williamsburg",40.71633,-73.94138,"Entire home/apt",200,1,5,"2019-06-16",0.66,1,0
"16345",30062477,"female shared room 30 minutes to times square",172369331,"Abby","Brooklyn","Sheepshead Bay",40.59823,-73.95909,"Shared room",30,2,5,"2019-06-12",0.66,10,0
"16766",30574764,"lovely  convenient & renovated bushwick bk room.",137358866,"Kazuya","Brooklyn","Bushwick",40.69262,-73.91198,"Private room",35,30,4,"2019-05-12",0.66,103,269
"17261",31379452,"sunlit williamsburg studio right next to the l ! ",24269944,"Talia","Brooklyn","Williamsburg",40.71355,-73.95895,"Entire home/apt",120,14,4,"2019-04-08",0.66,1,0
"17279",31436965,"zen one bedroom in greenpoint - easy access to nyc",1698607,"Benjamin","Brooklyn","Greenpoint",40.73336,-73.95394,"Entire home/apt",92,4,3,"2019-05-11",0.66,1,95
"109",59642,"franklin st flat in trendy greenpoint brooklyn",274782,"Betty","Brooklyn","Greenpoint",40.73401,-73.95967,"Entire home/apt",135,2,69,"2019-05-19",0.67,1,12
"123",65268,"share a home - $75 for 1 bdrm ++ for 2 - brooklyn",319092,"Juhli","Brooklyn","Bedford-Stuyvesant",40.68276,-73.95264,"Private room",75,5,64,"2019-01-05",0.67,1,68
"141",74240,"french garden cottage off bedford",389924,"Patty","Brooklyn","Williamsburg",40.71903,-73.9597,"Entire home/apt",169,1,68,"2019-06-07",0.67,2,215
"460",380416,"park slope sunny studio",438133,"Ellis","Brooklyn","Park Slope",40.67407,-73.98111,"Entire home/apt",125,4,23,"2019-04-30",0.67,2,262
"479",412061,"brownstone sunny & spacious top fl",2051075,"Linda","Brooklyn","Crown Heights",40.67259,-73.95489,"Entire home/apt",125,30,58,"2019-06-01",0.67,2,212
"539",488083,"nice apartment with a deck ! ",619154,"Keith","Brooklyn","Sunset Park",40.66158,-73.98954,"Entire home/apt",92,2,58,"2019-05-27",0.67,1,0
"602",554165,"view of skyline w roof deck  perfect for families ! ",1267900,"Maayan","Brooklyn","Gowanus",40.68251,-73.98486,"Entire home/apt",250,2,57,"2019-07-02",0.67,1,25
"735",727512,"duplex loft suite  with  patio @ box house hotel",417504,"The Box House Hotel","Brooklyn","Greenpoint",40.73867,-73.95448,"Entire home/apt",199,3,50,"2019-07-02",0.67,28,47
"870",846799,"strawberry b&b",4421935,"Maddy","Brooklyn","Bushwick",40.7077,-73.92212,"Private room",69,30,51,"2017-05-24",0.67,1,7
"876",849603,"spacious crown heights apartment",4435623,"Ayana","Brooklyn","Crown Heights",40.67525,-73.9486,"Entire home/apt",100,7,52,"2019-06-15",0.67,1,56
"1139",1284776,"modern apartment in brownstone bkln",6989825,"Angus","Brooklyn","Carroll Gardens",40.68013,-73.99397,"Entire home/apt",250,5,49,"2019-01-02",0.67,1,0
"1885",2793004,"sunny brooklyn heights apartment",14285627,"Norman","Brooklyn","Brooklyn Heights",40.69297,-73.99758,"Entire home/apt",200,5,42,"2018-06-08",0.67,1,15
"1924",2918225,"central penthouse room  terrace & private bath",1646926,"Dave","Brooklyn","Williamsburg",40.71288,-73.95822,"Private room",155,2,42,"2016-12-11",0.67,1,0
"2391",3847733,"sunny apt in bed stuy  a c e trains",12971995,"Kate","Brooklyn","Bedford-Stuyvesant",40.68082,-73.93599,"Private room",90,3,39,"2015-05-23",0.67,1,0
"2780",4550747,"cozy & clean #4",23533897,"Fatou","Brooklyn","Crown Heights",40.67565,-73.95121,"Private room",85,2,37,"2019-05-19",0.67,7,325
"3922",6747958,"1 cozy & centrally located bedroom",20904647,"Christina","Brooklyn","Fort Greene",40.68662,-73.97602,"Private room",90,4,32,"2019-07-03",0.67,1,295
"4149",7095708,"nyc brooklyn rooftop full apartment",37191929,"John","Brooklyn","Crown Heights",40.67921,-73.9603,"Entire home/apt",125,2,31,"2018-03-04",0.67,1,0
"4809",8223230,"bright and cozy room williamsburg",43361668,"Lia","Brooklyn","Greenpoint",40.71923,-73.95204,"Private room",98,1,31,"2019-06-21",0.67,1,343
"5043",8755259,"1 br in carroll gardens townhouse",7706697,"Barbara","Brooklyn","Carroll Gardens",40.67763,-73.99628,"Private room",125,2,30,"2019-06-27",0.67,2,80
"5234",9117817,"classy brownstone for up to 5 !  !  fee for extra beds",46644337,"Sha","Brooklyn","Bedford-Stuyvesant",40.68357,-73.94126,"Entire home/apt",149,2,26,"2019-06-23",0.67,3,360
"6539",11905189,"sunny and charming bedstuy 1-br studio apt",4323335,"Jamie","Brooklyn","Bedford-Stuyvesant",40.686,-73.94629,"Entire home/apt",105,4,22,"2019-06-29",0.67,1,11
"6875",12796602,"cozy studio  in brooklyn",66978896,"Viviana","Brooklyn","Bushwick",40.69159,-73.91171,"Entire home/apt",70,3,26,"2019-07-05",0.67,2,206
"6882",12810210,"sun drenched studio",140226,"An","Brooklyn","Williamsburg",40.71764,-73.95291,"Entire home/apt",195,3,23,"2019-06-23",0.67,1,225
"8950",16466804,"gorgeous garden apt on stunning park",1708922,"Molly & Mike","Brooklyn","Greenpoint",40.72463,-73.94128,"Entire home/apt",128,4,17,"2019-05-27",0.67,1,9
"8987",16535746,"new penthouse  with  balcony   city+waterfront views",1363848,"Matthew","Brooklyn","Park Slope",40.67129,-73.98537,"Entire home/apt",249,5,18,"2019-06-30",0.67,1,54
"9662",18156252,"loft space in bushwich",10695335,"Alessia","Brooklyn","Williamsburg",40.70327,-73.93425,"Entire home/apt",160,2,18,"2019-03-27",0.67,1,358
"10514",19650166,"kingsize prvt room in crown heights",15049077,"Karanja","Brooklyn","Crown Heights",40.66562,-73.93201,"Private room",55,30,15,"2019-05-19",0.67,2,163
"10933",20274278,"brooklyn in the house private apt midwood q subway",72375507,"Kenneth","Brooklyn","Sheepshead Bay",40.60954,-73.95966,"Entire home/apt",78,4,5,"2019-06-22",0.67,1,82
"11129",20650006,"beautiful spacious room  easy city access",10414799,"Katharina","Brooklyn","Bedford-Stuyvesant",40.69232,-73.93864,"Private room",65,3,15,"2019-06-03",0.67,2,109
"11609",21359078,"spacious ditmas park 1br apt  1 block from subway ! ",24210901,"Gabriella","Brooklyn","Flatbush",40.63605,-73.96096,"Entire home/apt",71,2,14,"2018-12-27",0.67,1,0
"12110",21895071,"gorgeous big private room brooklyn",158191277,"Camila","Brooklyn","Crown Heights",40.6768,-73.95346,"Private room",70,5,12,"2019-05-27",0.67,3,0
"12146",21933777,"industrial queen studio room in gowanus inn",159091490,"Melissa","Brooklyn","Gowanus",40.67773,-73.98312,"Private room",129,1,13,"2019-07-06",0.67,17,361
"12788",22670614,"williamsburg bedroom available",22130449,"Logan","Brooklyn","Williamsburg",40.71082,-73.95729,"Private room",70,2,11,"2019-07-04",0.67,1,3
"13016",23129919,"fits like a glove",171888683,"Michal","Brooklyn","Park Slope",40.67226,-73.97251,"Entire home/apt",100,10,11,"2019-03-31",0.67,1,0
"13459",24155415,"light filled room in bedstuy ! ",26315450,"Sacha","Brooklyn","Bedford-Stuyvesant",40.67941,-73.908,"Private room",56,2,8,"2018-12-18",0.67,1,0
"13837",25124293,"stylish one-bedroom apartment in park slope",1546476,"Janet","Brooklyn","Park Slope",40.67808,-73.98074,"Entire home/apt",120,3,9,"2019-05-10",0.67,1,2
"14338",26356082,"entire greenpoint   north williamsburg gem",1828429,"Lola","Brooklyn","Greenpoint",40.72756,-73.95628,"Entire home/apt",140,3,1,"2019-05-25",0.67,1,36
"15149",27956646,"spacious  sunny room in bklyn  nyc.",11002711,"Andrei","Brooklyn","Midwood",40.61349,-73.94896,"Private room",79,1,6,"2019-05-26",0.67,1,180
"15410",28537361,"la casa azul - paradise in brooklyn !  ! ",215378301,"Meg","Brooklyn","Cypress Hills",40.68269,-73.89223,"Entire home/apt",750,1,6,"2019-04-07",0.67,1,365
"16185",29852402,"flex room with private patio in bushwick",60258049,"John","Brooklyn","Bushwick",40.69061,-73.90815,"Shared room",42,2,5,"2019-01-01",0.67,1,0
"17036",31018826,"sunlit oasis",41059169,"Alex","Brooklyn","Williamsburg",40.71159,-73.96318,"Private room",118,2,4,"2019-06-19",0.67,3,112
"17822",32722385,"large bright room in brooklyn artist's apartment ! ",6753972,"July","Brooklyn","Bedford-Stuyvesant",40.68362,-73.95692,"Private room",60,1,1,"2019-05-26",0.67,1,95
"18067",33245975,"crashpad in clinton hill",3151,"Eric","Brooklyn","Clinton Hill",40.69316,-73.96773,"Private room",69,1,1,"2019-05-26",0.67,1,179
"18072",33266016,"spacious room and private bath in williamsburg",18883243,"Mika","Brooklyn","Williamsburg",40.71937,-73.9549,"Private room",75,14,1,"2019-05-25",0.67,1,0
"18097",33331584,"our place in williamsburg",98056984,"Adi","Brooklyn","Williamsburg",40.70804,-73.94868,"Entire home/apt",150,5,2,"2019-06-14",0.67,1,0
"18404",33880820,"cute  comfy room in beautiful brooklyn brownstone",6410618,"Marie","Brooklyn","Bedford-Stuyvesant",40.6943,-73.95004,"Private room",65,4,1,"2019-05-26",0.67,1,17
"18964",34844773,"purevia (girls shared room only)",261338177,"Diana","Brooklyn","Gravesend",40.59087,-73.97275,"Shared room",25,7,1,"2019-05-26",0.67,6,313
"153",82549,"columbia castle in brooklyn heights",448312,"Christopher","Brooklyn","Brooklyn Heights",40.6926,-73.99832,"Private room",100,3,66,"2016-09-16",0.68,2,0
"217",159749,"purple room for 2 3 in brownstone $1450 per month",54275,"JT And Tiziana","Brooklyn","Bedford-Stuyvesant",40.67963,-73.93908,"Private room",88,1,64,"2019-07-01",0.68,3,238
"381",287417,"hot spot for 20 and 30 something's",1495196,"Yvette","Brooklyn","Bedford-Stuyvesant",40.68174,-73.91921,"Entire home/apt",300,2,40,"2019-06-23",0.68,1,0
"467",400039,"big beautiful railroad in brooklyn",1488809,"John","Brooklyn","Bushwick",40.70339,-73.92945,"Entire home/apt",130,30,53,"2017-06-30",0.68,1,0
"669",642682,"up among the trees 2",579412,"Mateo And Anna","Brooklyn","Bedford-Stuyvesant",40.69382,-73.95002,"Entire home/apt",120,20,32,"2019-04-21",0.68,1,149
"1019",1068505,"relaxing and roomy in crown heights",2128778,"Rachael","Brooklyn","Crown Heights",40.67414,-73.95667,"Private room",60,2,51,"2019-06-30",0.68,2,57
"1307",1617488,"rooftop oasis in brooklyn for shoots & gigs",8102595,"Stephanie","Brooklyn","Bedford-Stuyvesant",40.69017,-73.95757,"Entire home/apt",600,1,48,"2015-10-11",0.68,1,89
"1340",1693171,"blyn special budget price in  nyc",2015914,"Majar","Brooklyn","East New York",40.66907,-73.88493,"Private room",62,3,48,"2019-06-17",0.68,8,340
"1655",2217609,"(williamsburg) - large bedroom  with  private bathroom",11313668,"Adam","Brooklyn","Williamsburg",40.70046,-73.95133,"Private room",45,2,26,"2019-03-01",0.68,2,241
"2348",3780206,"perfect brooklyn studio apartment",6739436,"Madeline","Brooklyn","Bushwick",40.70716,-73.92171,"Entire home/apt",90,1,40,"2016-01-16",0.68,1,0
"3308",5536638,"bedford ave n. wburg room in 2br-1",28709982,"Sidiq","Brooklyn","Williamsburg",40.71986,-73.95619,"Private room",99,2,35,"2017-01-02",0.68,3,76
"3572",6185426,"big bedroom  heart of williamsburg",5689587,"Delphine","Brooklyn","Williamsburg",40.71178,-73.95684,"Entire home/apt",90,15,27,"2019-04-11",0.68,1,173
"4011",6885369,"beautiful apt in lefferts gardens",1442860,"Godfrey","Brooklyn","Flatbush",40.6548,-73.95388,"Private room",40,2,32,"2019-07-01",0.68,1,82
"4625",7877599,"luxury townhouse in brownstone brooklyn",34595916,"Andrew","Brooklyn","South Slope",40.66921,-73.98813,"Entire home/apt",275,6,28,"2019-04-30",0.68,3,0
"5474",9527309,"sunny bushwick room with balcony",5341236,"Christina","Brooklyn","Bushwick",40.69745,-73.92527,"Private room",50,2,30,"2018-11-07",0.68,2,0
"6002",10242095,"huge room  with  amazing queen bed in s. williamsburg ! ",4209540,"Aaron","Brooklyn","Williamsburg",40.70154,-73.94759,"Private room",55,3,26,"2019-05-16",0.68,1,1
"6776",12519042,"private-cozy brooklyn apt. room",67803853,"Juan","Brooklyn","Bedford-Stuyvesant",40.6851,-73.94793,"Private room",50,3,26,"2018-10-14",0.68,1,0
"7416",13603093,"luxury one bedroom suite",78672740,"Shamaine","Brooklyn","Flatbush",40.64809,-73.9677,"Private room",72,1,25,"2019-03-16",0.68,1,333
"7467",13669942,"private room and bathroom in the best of brooklyn",3136445,"Julie","Brooklyn","Carroll Gardens",40.6748,-74.00024,"Private room",100,2,25,"2017-01-15",0.68,1,0
"7872",14357487,"brooklyn brownstone oasis",48489969,"Madelyn","Brooklyn","Bedford-Stuyvesant",40.68796,-73.91991,"Private room",45,2,24,"2019-06-09",0.68,1,5
"7954",14551432,"1 br across from prospect park !    windsor terrace",3155648,"Melanie","Brooklyn","Windsor Terrace",40.65271,-73.97361,"Entire home/apt",125,2,24,"2019-04-22",0.68,1,0
"8908",16413742,"large bushwick private bedroom",561033,"Neil","Brooklyn","Bushwick",40.6998,-73.93781,"Private room",63,3,19,"2019-06-20",0.68,1,160
"9231",17106644,"urban elegance in crown heights",1527966,"Tiffany","Brooklyn","Crown Heights",40.67395,-73.95682,"Entire home/apt",135,3,17,"2018-12-31",0.68,1,0
"9471",17695571,"luxury 2 br in urban brooklyn",14768609,"Grace","Brooklyn","Fort Greene",40.69677,-73.97112,"Entire home/apt",285,4,19,"2019-07-05",0.68,1,15
"10624",19806088,"beautiful home in crown heights",35741929,"Assol","Brooklyn","Crown Heights",40.6715,-73.94427,"Entire home/apt",100,2,16,"2018-08-20",0.68,2,0
"10637",19829879,"spacious loft with designer layout",2887664,"Brock","Brooklyn","Williamsburg",40.7124,-73.96342,"Entire home/apt",260,2,15,"2019-05-23",0.68,1,88
"10681",19892264,"brooklyn 1-bedroom with skyline views",87474067,"Amanda","Brooklyn","Bedford-Stuyvesant",40.68218,-73.95355,"Private room",60,1,16,"2018-05-20",0.68,1,0
"10694",19912065,"nice walk-in studio in  sheepshead bay  brooklyn",141025502,"Aleksandr","Brooklyn","Sheepshead Bay",40.59408,-73.94372,"Entire home/apt",95,4,13,"2019-06-07",0.68,1,111
"12387",22163623,"2 bedrooms in shared family home 15 min frm jfk",126110540,"Janine","Brooklyn","East New York",40.6639,-73.88173,"Private room",125,1,12,"2019-06-23",0.68,3,89
"12795",22688059,"modern bedstuy apartment",8992812,"Reginald","Brooklyn","Bedford-Stuyvesant",40.6805,-73.92823,"Entire home/apt",110,2,10,"2019-06-30",0.68,1,0
"13229",23631575,"bright and spacious room two blocks from park ! ",2515199,"Marcie","Brooklyn","Flatbush",40.65232,-73.96208,"Private room",36,2,11,"2018-06-17",0.68,1,0
"13951",25370919,"spacious  luxury apartment in brooklyn",30224403,"Peter","Brooklyn","Boerum Hill",40.68773,-73.98778,"Entire home/apt",175,5,9,"2019-04-11",0.68,1,6
"14010",25518930,"luxury 1 bedroom in williamsburg with a view ! ",31410956,"Simon","Brooklyn","Williamsburg",40.71837,-73.94336,"Entire home/apt",80,2,9,"2018-09-18",0.68,1,0
"14379",26430364,"leli’s modern pad - double room",59982224,"Leli","Brooklyn","East New York",40.67519,-73.87372,"Private room",50,2,6,"2019-06-12",0.68,4,1
"14474",26696254,"upscale spacious condo in the heart of brooklyn",160683712,"Dejuan","Brooklyn","Bedford-Stuyvesant",40.68291,-73.91975,"Entire home/apt",150,2,8,"2018-10-15",0.68,1,84
"14508",26749932,"ju ju shala in williamsburg",201142263,"Pablo","Brooklyn","Williamsburg",40.70761,-73.95337,"Private room",130,2,8,"2019-06-26",0.68,1,86
"15155",27961870,"fresh room  with  skyline view in heart of bushwick",86892036,"Michael","Brooklyn","Bushwick",40.70706,-73.9201,"Private room",70,3,7,"2019-06-11",0.68,2,11
"15189",28046416,"private bedroom with queen sized bed",193502084,"Linda","Brooklyn","Borough Park",40.63989,-74.00321,"Private room",45,1,7,"2019-02-16",0.68,8,0
"15213",28096650,"small bedroom in beautiful duplex",212232139,"Andrea","Brooklyn","Bedford-Stuyvesant",40.67812,-73.9168,"Private room",30,3,7,"2019-06-27",0.68,1,2
"15406",28525440,"art & expression inn",202823080,"Marissa","Brooklyn","Bushwick",40.69939,-73.9158,"Private room",43,3,5,"2019-04-03",0.68,1,179
"15710",29097472,"unique bohemian modern apartment",157397904,"Kimbe","Brooklyn","Williamsburg",40.71705,-73.96545,"Entire home/apt",275,30,2,"2019-05-08",0.68,1,77
"16019",29612338,"instagrammers dream loft",1286471,"Peter","Brooklyn","Bedford-Stuyvesant",40.69487,-73.95583,"Entire home/apt",200,2,1,"2019-05-27",0.68,1,6
"16024",29621716,"large and comfortable in heart of brooklyn",29746291,"Sumana","Brooklyn","Prospect-Lefferts Gardens",40.65931,-73.95371,"Entire home/apt",150,5,5,"2019-07-05",0.68,1,3
"16263",29964050,"xl 1bed  2bath duplex  w. yard  1 block to subway",128230715,"Reid","Brooklyn","Bedford-Stuyvesant",40.68012,-73.94795,"Entire home/apt",200,3,1,"2019-05-27",0.68,1,11
"16297",30006781,"sunlit double story studio escape in bed-stuy ! ",225558132,"Dana","Brooklyn","Bedford-Stuyvesant",40.6916,-73.95483,"Entire home/apt",135,2,5,"2019-04-14",0.68,1,45
"16553",30370124,"cozy room 1",213781715,"Anting","Brooklyn","Downtown Brooklyn",40.69839,-73.98758,"Private room",119,1,1,"2019-05-27",0.68,33,365
"16594",30406311,"private room (bee room) in bushwick brownstone",40305031,"Rob","Brooklyn","Bushwick",40.68426,-73.90793,"Private room",65,1,5,"2019-05-07",0.68,2,363
"16796",30643610,"small clean cosy minimalist female only -bushwick",94113622,"Darlene","Brooklyn","Bushwick",40.70138,-73.92365,"Private room",50,7,1,"2019-05-26",0.68,2,48
"17540",32044146,"charming apartment in greenpoint",138150256,"Alejandro","Brooklyn","Greenpoint",40.73324,-73.95304,"Entire home/apt",110,7,1,"2019-05-26",0.68,2,23
"18333",33742984,"brooklyn loft living in bedstuy   clinton hill",5477538,"Leslie","Brooklyn","Clinton Hill",40.69235,-73.96102,"Private room",64,5,1,"2019-05-26",0.68,1,90
"18905",34743708,"new studio on historic  street",220762164,"Sherley","Brooklyn","Bushwick",40.68937,-73.90903,"Private room",95,2,1,"2019-05-27",0.68,4,354
"18935",34791952,"master suite in brooklyn art cove",60434059,"Samantha","Brooklyn","Bushwick",40.69056,-73.91185,"Private room",80,1,1,"2019-05-27",0.68,2,74
"19018",34940756,"hello !  this is a very cozy space in williamsburg !  ! ",259630588,"Alina","Brooklyn","Williamsburg",40.71867,-73.94884,"Private room",149,2,1,"2019-05-26",0.68,2,0
"19028",34949052,"three windows bedroom in brooklyn chinatown",171495922,"Stanley","Brooklyn","Sunset Park",40.63814,-74.01288,"Private room",58,1,1,"2019-05-27",0.68,4,360
"964",964379,"water views 3 bed home  with  parking",555739,"Rosana","Brooklyn","Bay Ridge",40.63463,-74.03621,"Entire home/apt",130,28,14,"2019-02-28",0.69,2,340
"1331",1658703,"close to trains !  special long-term rates !  ! ",8791051,"Danielle","Brooklyn","East Flatbush",40.6526,-73.94999,"Entire home/apt",104,59,48,"2018-10-18",0.69,1,122
"2258",3629217,"spacious 2br townhouse",10262649,"Andrew","Brooklyn","Bushwick",40.68779,-73.90521,"Entire home/apt",170,2,41,"2016-01-25",0.69,2,0
"3168",5191965,"bright room in townhouse with yard ! ",610690,"Julien","Brooklyn","Bedford-Stuyvesant",40.68006,-73.91113,"Private room",75,1,35,"2019-06-26",0.69,2,80
"3403",5746781,"luxury apartment in bushwick",22677829,"Daniel","Brooklyn","Bushwick",40.69226,-73.92286,"Entire home/apt",190,2,34,"2018-09-17",0.69,1,341
"3461",5885402,"charming room  with  roof deck access 1 :)",4291007,"Graham And Ben","Brooklyn","Bedford-Stuyvesant",40.69498,-73.96002,"Private room",95,30,35,"2019-05-28",0.69,11,340
"3840",6627752,"cosy apt. in brooklyn  near subway",25599307,"Julia","Brooklyn","Flatbush",40.63915,-73.95451,"Entire home/apt",90,6,33,"2017-05-31",0.69,1,0
