"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"1003",995215,"upper west side amazing large 2 bedrooms",3038687,"Karen","Manhattan","Upper West Side",40.78954,-73.97222,"Entire home/apt",99,30,1,"2014-10-05",0.02,8,113
"1005",995469,"beautiful large furnished bedroom on ues",5468901,"Sanya","Manhattan","Upper East Side",40.76896,-73.95898,"Private room",60,7,1,"2015-12-22",0.02,1,0
"1026",1039435,"lovely studio in manhattan new york",5709288,"Fabia","Manhattan","Midtown",40.75879,-73.9638,"Entire home/apt",220,360,1,"2015-01-02",0.02,1,0
"1311",1623431,"enormous chrysler-view bedroom bath",5440087,"Dn","Manhattan","Midtown",40.7513,-73.97239,"Private room",249,3,1,"2015-09-30",0.02,2,87
"1389",1781052,"celebrate new year's eve in nyc",9348961,"Colleen","Manhattan","Midtown",40.76456,-73.98233,"Entire home/apt",250,3,1,"2016-01-03",0.02,1,0
"1406",1812111,"spacious parkside view bedroom",2621935,"Jennifer","Manhattan","Harlem",40.8145,-73.94962,"Private room",80,1,1,"2015-11-16",0.02,1,0
"1482",1925519,"sublet: $490 wk",2765870,"Amarie2131","Manhattan","Lower East Side",40.7193,-73.98986,"Private room",80,1,1,"2015-11-01",0.02,1,0
"1491",1935826,"priv room in 3 bdrm apt - room ""c""",9207223,"Ryan","Manhattan","Harlem",40.80688,-73.94932,"Private room",90,3,1,"2015-10-14",0.02,3,177
"1568",2028391,"soho penthouse loft  terrace & view",10417911,"Nisian","Manhattan","SoHo",40.72329,-73.9981,"Entire home/apt",400,3,1,"2015-07-23",0.02,1,0
"1584",2050993,"noho east vill lux bldg  with gym pool",4836650,"Kris","Manhattan","NoHo",40.72717,-73.9927,"Entire home/apt",350,2,1,"2014-09-07",0.02,1,0
"1589",2056307,"1 room in huge 2bedroom 1.5 bath",1584064,"Adrienne","Manhattan","Harlem",40.80121,-73.95063,"Private room",115,7,1,"2015-09-27",0.02,2,0
"1609",2076101,"cozy 1br in morningside heights",10610482,"Robyn","Manhattan","Morningside Heights",40.81233,-73.96101,"Entire home/apt",80,1,1,"2016-03-20",0.02,1,0
"1631",2102651,"central park west studio value",10721586,"Dana","Manhattan","Upper West Side",40.78835,-73.9681,"Entire home/apt",200,30,1,"2014-06-02",0.02,1,365
"1662",2141635,"room in soho  manhattan",10929586,"Chad","Manhattan","SoHo",40.72356,-74.00305,"Private room",106,1,1,"2014-04-23",0.02,1,0
"1723",2214978,"beautiful city oasis 2br 1.5 bath",11257635,"T","Manhattan","Upper West Side",40.7834,-73.97904,"Entire home/apt",395,3,1,"2014-09-14",0.02,1,340
"1760",2251009,"bedroom in huge apt on st. marks",4265028,"Jordan","Manhattan","East Village",40.72847,-73.99029,"Private room",129,5,1,"2016-02-24",0.02,1,0
"1780",2262868,"consider it home",11163915,"Marie-Hélène & Rick","Manhattan","Upper West Side",40.79432,-73.97269,"Entire home/apt",150,26,1,"2014-08-24",0.02,1,0
"1781",2263248,"large 1 bedroom",11557572,"William","Manhattan","Kips Bay",40.74438,-73.97965,"Entire home/apt",369,2,1,"2015-10-01",0.02,1,0
"1812",2299633,"ritz-plaza - 2 bedroom   2 fullbath",11747009,"Troy","Manhattan","Theater District",40.76096,-73.98646,"Entire home/apt",975,2,1,"2015-10-09",0.02,1,0
"1853",2425222,"luxury alcove studio apt in tribeca",12394900,"Alice","Manhattan","Tribeca",40.72034,-74.01122,"Entire home/apt",110,10,1,"2016-01-05",0.02,1,0
"1903",2532068,"beautiful prewar uws apartment",12967572,"Laura","Manhattan","Upper West Side",40.77929,-73.97787,"Private room",65,1,1,"2015-09-01",0.02,1,0
"1930",2613864,"sunny studio nyc west 50's",6222620,"Joe","Manhattan","Hell's Kitchen",40.76608,-73.99203,"Entire home/apt",90,2,1,"2014-04-24",0.02,1,0
"1942",2644321,"bright  comfy 1 bedroom apt in manhattan",4294396,"Angélique","Manhattan","Morningside Heights",40.8098,-73.95722,"Entire home/apt",83,60,1,"2016-01-08",0.02,1,0
"1955",2671737,"private room in shared 2br",8212880,"Micky","Manhattan","Washington Heights",40.83677,-73.94314,"Private room",65,3,1,"2014-04-22",0.02,1,0
"1974",2722693,"luxury high rise near central park",3280997,"Scott","Manhattan","Theater District",40.76351,-73.98431,"Entire home/apt",250,1,1,"2014-05-05",0.02,1,0
"1976",2727766,"convenient private room in spanish harlem (spaha)",4992804,"Zachary","Manhattan","East Harlem",40.79121,-73.94793,"Private room",75,2,1,"2014-04-17",0.02,1,0
"1996",2783468,"nice 1 bedroom in lovely building",3187645,"Ken","Manhattan","Upper East Side",40.77349,-73.95137,"Entire home/apt",150,6,1,"2014-04-28",0.02,1,0
"2006",2803013,"columbus circle central park - wifi",8497788,"Cyn","Manhattan","Hell's Kitchen",40.7642,-73.99133,"Entire home/apt",189,3,1,"2014-10-04",0.02,1,0
"2007",2804557,"cozy bedroom in shared 2br apt",8741682,"Ines","Manhattan","Morningside Heights",40.80504,-73.96454,"Private room",100,4,1,"2015-04-25",0.02,1,0
"2012",2821079,"spacious 1 br apt in the uws",2333304,"Roger","Manhattan","Upper West Side",40.77589,-73.98188,"Entire home/apt",200,1,1,"2014-07-15",0.02,1,0
"2018",2835159,"large studio",7915183,"Alfonso","Manhattan","Midtown",40.75546,-73.96762,"Entire home/apt",240,1,1,"2014-05-19",0.02,1,0
"2042",2918732,"west chelsea brownstone apartment",4619132,"Merrill","Manhattan","Chelsea",40.74411,-74.0029,"Entire home/apt",200,1,1,"2014-06-13",0.02,1,0
"2062",2967631,"upper east side 1br",15141764,"Kevin","Manhattan","Upper East Side",40.78139,-73.95261,"Shared room",175,1,1,"2015-09-28",0.02,1,0
"2074",2995209,"new !  gorgeous 1-br  colorful design",13347167,"AFI Apartments","Manhattan","Upper East Side",40.77126,-73.95671,"Entire home/apt",116,30,1,"2014-06-14",0.02,29,335
"2100",3060745,"furnished sublet  manhattan  harlem",7101220,"David","Manhattan","East Harlem",40.79245,-73.94563,"Private room",37,30,1,"2015-07-31",0.02,1,0
"2111",3083899,"charming studio on upper west side",15638528,"Lindsey","Manhattan","Upper West Side",40.78087,-73.97812,"Entire home/apt",120,1,1,"2014-07-10",0.02,1,0
"2136",3168120,"spacious & sunny east village gem",16069958,"Nicholas","Manhattan","East Village",40.72854,-73.98434,"Entire home/apt",171,2,1,"2014-06-30",0.02,1,0
"2141",3181376,"homey  inviting 1br  with  lots of room",8158276,"Matthew","Manhattan","Inwood",40.85893,-73.92985,"Entire home/apt",100,3,1,"2016-01-03",0.02,1,0
"2172",3249253,"panoramic penthouse - 30% off",14369316,"Jon","Manhattan","Chelsea",40.74156,-73.99476,"Entire home/apt",289,2,1,"2014-06-28",0.02,1,0
"2225",3369826,"quant 1bdrm in midtown west",17001535,"Paul","Manhattan","Hell's Kitchen",40.75524,-73.99839,"Entire home/apt",175,1,1,"2014-09-24",0.02,1,347
"2263",3442067,"spacious studio in luxury building",17198795,"Julie","Manhattan","Upper East Side",40.78284,-73.94825,"Entire home/apt",255,2,1,"2015-09-28",0.02,1,341
"2266",3457770,"cute 1 br in the lower east side",9604972,"Alexia","Manhattan","Lower East Side",40.7212,-73.98893,"Entire home/apt",110,1,1,"2014-08-09",0.02,1,0
"2274",3468486,"2br with balcony in east harlem ! ",17475146,"C","Manhattan","East Harlem",40.80409,-73.93988,"Entire home/apt",70,7,1,"2014-07-28",0.02,1,0
"2281",3485146,"sun soaked  nyc brownstone apt",6707119,"Parnell","Manhattan","Harlem",40.8079,-73.94887,"Entire home/apt",150,1,1,"2014-12-30",0.02,1,0
"2287",3496438,"nyc 1bd near central park & shops",17604079,"Meghan","Manhattan","Harlem",40.80724,-73.94739,"Entire home/apt",170,1,1,"2014-08-05",0.02,1,0
"2370",3635624,"cozy 1bd in the lower east side",6050632,"Yana","Manhattan","Lower East Side",40.72138,-73.98371,"Entire home/apt",159,3,1,"2014-08-28",0.02,1,0
"2406",3721826,"amazing apartment with your old private bathroom",19011946,"John","Manhattan","Upper East Side",40.77883,-73.95498,"Entire home/apt",185,30,1,"2014-09-15",0.02,2,365
"2435",3782283,"huge space at the heart of meatpacking - chelsea .",7196556,"Eilon","Manhattan","Chelsea",40.73986,-74.00035,"Entire home/apt",150,2,1,"2014-09-01",0.02,1,0
"2477",3848324,"west village apt - 2 bedroom",11495251,"(Email hidden by Airbnb)","Manhattan","West Village",40.73123,-74.00428,"Entire home/apt",200,5,1,"2014-08-30",0.02,1,0
"2509",3896579,"1 bedroom apt in chelsea",20171951,"Mary","Manhattan","Chelsea",40.73957,-74.00027,"Entire home/apt",200,4,1,"2015-09-19",0.02,1,0
"2532",3940301,"1 bdrm in washington hgts-park side",7837510,"Anna","Manhattan","Washington Heights",40.85722,-73.93354,"Entire home/apt",90,7,1,"2014-10-17",0.02,1,124
"2543",3948939,"comfy 1 bd 1 bath-upper west side",20464791,"Olga","Manhattan","Upper West Side",40.78829,-73.97053,"Entire home/apt",230,6,1,"2014-10-24",0.02,1,0
"2549",3962586,"sunny private room in gramercy",20536249,"Daphne","Manhattan","Gramercy",40.73371,-73.98576,"Private room",150,1,1,"2014-09-14",0.02,1,0
"2557",3970936,"prime gramercy  luxury 1bd doorman",1475015,"Mike","Manhattan","Gramercy",40.73771,-73.98058,"Entire home/apt",150,30,1,"2014-10-08",0.02,52,342
"2574",4006264,"cozy parkside 1 bedroom apartment",942933,"David","Manhattan","Harlem",40.80489,-73.95759,"Entire home/apt",115,1,1,"2014-09-25",0.02,1,0
"2578",4016121,"located in the heart of nolita.",14707270,"Hamish","Manhattan","Nolita",40.72322,-73.99351,"Entire home/apt",350,1,1,"2016-01-05",0.02,1,0
"2610",4084603,"prime east village 1 bedroom",7861502,"Aviad","Manhattan","East Village",40.72878,-73.98521,"Entire home/apt",200,1,1,"2015-05-24",0.02,1,0
"2620",4121110,"upper west side studio with private terrace",1923075,"Andrew","Manhattan","Upper West Side",40.79145,-73.97709,"Entire home/apt",170,5,1,"2014-10-19",0.02,1,0
"2656",4191257,"spacious 2 story apt in midtown !  ! ",17106992,"Alejandro","Manhattan","Murray Hill",40.74643,-73.97536,"Entire home/apt",200,1,1,"2014-10-27",0.02,1,0
"2676",4232865,"beautiful oasis",21964818,"Anita","Manhattan","Upper West Side",40.78278,-73.97437,"Entire home/apt",250,1,1,"2015-11-01",0.02,1,0
"2682",4244576,"very clean comfortable shared room",21977919,"Nathaniel","Manhattan","Washington Heights",40.8544,-73.93091,"Shared room",41,1,1,"2015-06-05",0.02,1,0
"2683",4247883,"sunny & quiet 2br in great location",22010885,"Anja","Manhattan","West Village",40.73545,-74.00097,"Entire home/apt",195,4,1,"2014-12-27",0.02,1,0
"2716",4288361,"cozy 1bd on historic stuyvesant st.",1994261,"Anna","Manhattan","East Village",40.73046,-73.98808,"Entire home/apt",150,3,1,"2014-11-14",0.02,1,0
"2717",4294969,"welcome to my home",4473916,"Ross","Manhattan","Greenwich Village",40.73175,-73.99518,"Entire home/apt",450,1,1,"2015-01-03",0.02,1,0
"2743",4350464,"largeapt 1 block frm a c b d 2 3",6697886,"Mandy","Manhattan","Harlem",40.81588,-73.94591,"Private room",65,3,1,"2015-10-21",0.02,2,0
"2744",4350495,"private room for rent",14194388,"Michael","Manhattan","East Harlem",40.79008,-73.94766,"Private room",66,4,1,"2015-11-27",0.02,1,0
"2757",4379145,"specious 1bd apt on saint marks pl",16598048,"Yervand","Manhattan","East Village",40.72902,-73.98814,"Entire home/apt",248,6,1,"2014-11-02",0.02,1,0
"2762",4386718,"one bedroom near central park west",22502212,"Kristen","Manhattan","Upper West Side",40.78749,-73.97087,"Entire home/apt",175,21,1,"2014-11-15",0.02,1,0
"2778",4417147,"new year in new york city",22927481,"Howard","Manhattan","Midtown",40.76564,-73.98013,"Private room",425,7,1,"2015-01-02",0.02,3,0
"2843",4500272,"huge studio-cozy centrally located ! ",2829908,"Rahul","Manhattan","Murray Hill",40.74685,-73.97598,"Entire home/apt",149,2,1,"2016-01-01",0.02,1,0
"2908",4587321,"bright 3 bdrm in east village",23778946,"Katie","Manhattan","East Village",40.72523,-73.97999,"Entire home/apt",400,3,1,"2015-01-02",0.02,1,0
"2918",4606473,"radiant 2bed e village apartment",23862900,"Cecily","Manhattan","East Village",40.72887,-73.98633,"Entire home/apt",219,5,1,"2014-12-26",0.02,1,0
"2961",4652629,"classic east village apartment",9953720,"Eva","Manhattan","East Village",40.72921,-73.98631,"Private room",140,1,1,"2015-01-03",0.02,1,0
"2970",4663804,"cozy room by centralpark-times sq",24132118,"Deborah","Manhattan","Hell's Kitchen",40.76793,-73.98817,"Private room",79,7,1,"2015-06-17",0.02,1,0
"2978",4677056,"1 200 sq ft loft +private backyard",10476487,"Avi","Manhattan","SoHo",40.72632,-74.00749,"Entire home/apt",385,3,1,"2015-02-16",0.02,1,365
"3001",4707057,"private  sunny room ! ",6327629,"Bb","Manhattan","Harlem",40.82502,-73.94404,"Private room",90,3,1,"2014-12-08",0.02,1,0
"3002",4707159,"near times square & central park ! ",529546,"Aditi","Manhattan","Hell's Kitchen",40.76689,-73.98612,"Private room",125,1,1,"2014-12-27",0.02,2,0
"3004",4709252,"room available in perfect flat",1511206,"Mauricio","Manhattan","East Harlem",40.79912,-73.94187,"Private room",150,2,1,"2015-09-30",0.02,1,0
"3007",4714600,"spacious bedroom amazing location ! ",12098551,"Ashley","Manhattan","Kips Bay",40.73937,-73.98187,"Private room",115,3,1,"2015-01-02",0.02,2,0
"3031",4736912,"room in manhattan (upper west side)",24454737,"Umberto","Manhattan","Morningside Heights",40.81088,-73.95774,"Private room",50,14,1,"2015-01-08",0.02,1,0
"3032",4737930,"spanish harlem apt",1235070,"Olson","Manhattan","East Harlem",40.79264,-73.93898,"Entire home/apt",9999,5,1,"2015-01-02",0.02,1,0
"3034",4738946,"amazing  classy  safe & convenient ! ",15821855,"Tessa","Manhattan","Morningside Heights",40.81615,-73.95921,"Private room",65,1,1,"2015-09-14",0.02,1,0
"3083",4786030,"east village sunny new bedroom",24672682,"Panayota","Manhattan","East Village",40.72879,-73.97959,"Private room",110,1,1,"2015-01-01",0.02,1,0
"3087",4788812,"comfy apt next to central park ! ",23020530,"Val","Manhattan","Upper West Side",40.77917,-73.97397,"Entire home/apt",139,1,1,"2016-02-04",0.02,1,0
"3091",4795029,"morning side heights private room",24710778,"Nick","Manhattan","Harlem",40.81004,-73.95231,"Private room",60,1,1,"2015-01-03",0.02,1,0
"3136",4839016,"queen room in penthouse fidi apt",24903878,"Herbie","Manhattan","Financial District",40.70465,-74.00773,"Private room",150,1,1,"2015-01-01",0.02,1,0
"3137",4839805,"beautiful room by central park",6430105,"Lisa","Manhattan","Upper West Side",40.77773,-73.97764,"Private room",200,1,1,"2015-06-22",0.02,1,0
"3139",4840381,"chill 2b uws  close to a c e 1 2 3",12730517,"Robert","Manhattan","Upper West Side",40.80107,-73.96065,"Entire home/apt",50,1,1,"2016-03-16",0.02,1,0
"3167",4880985,"modern  south facing and spacious uws 1br",25110559,"Max","Manhattan","Upper West Side",40.77669,-73.97696,"Entire home/apt",125,31,1,"2015-04-01",0.02,1,41
"3178",4891616,"very spacious  clean manhattan apt",25168328,"Daniel","Manhattan","Harlem",40.82389,-73.94033,"Entire home/apt",70,1,1,"2016-02-01",0.02,1,0
"3190",4909438,"new year's in the east village",24127267,"Arnell","Manhattan","East Village",40.73037,-73.98268,"Entire home/apt",175,1,1,"2015-01-02",0.02,1,0
"3191",4916150,"great location in south manhattan",236659,"Justin","Manhattan","Financial District",40.7082,-74.00139,"Private room",78,1,1,"2015-02-20",0.02,1,0
"3199",4930306,"charming one bedroom in chelsea",25394253,"Pete","Manhattan","Chelsea",40.74141,-73.99996,"Entire home/apt",175,1,1,"2015-02-20",0.02,1,0
"3226",4977744,"lower east side gem",10350245,"Brian","Manhattan","Lower East Side",40.72076,-73.98925,"Entire home/apt",200,1,1,"2015-01-18",0.02,1,0
"3261",5049823,"nyc new years penthouse suite",22927481,"Howard","Manhattan","Midtown",40.7655,-73.98018,"Private room",500,3,1,"2015-11-11",0.02,3,0
"3281",5084887,"clean & warm east village escape ! ",26265097,"Nancy","Manhattan","East Village",40.7295,-73.98398,"Entire home/apt",100,5,1,"2015-02-06",0.02,1,0
"3318",5207973,"bright 2bd in east village",26942242,"Alfred","Manhattan","East Village",40.7295,-73.98623,"Entire home/apt",230,2,1,"2015-03-31",0.02,1,0
"3321",5213963,"cozy east harlem 1bd",26975156,"Vanessa","Manhattan","East Harlem",40.80302,-73.93476,"Entire home/apt",115,4,1,"2015-04-01",0.02,1,0
"3337",5261712,"large bedroom in east village",17491348,"Valentin","Manhattan","East Village",40.72878,-73.97747,"Private room",60,7,1,"2015-05-15",0.02,1,0
"3340",5262333,"excellent midtown location ! ",27053744,"Antal","Manhattan","Midtown",40.76186,-73.97324,"Entire home/apt",149,3,1,"2015-02-28",0.02,1,0
"3349",5279925,"apt available - best nyc location",153675,"Matteo","Manhattan","East Village",40.73279,-73.98746,"Entire home/apt",140,12,1,"2015-09-01",0.02,2,164
"3379",5361021,"beautiful washington heights room",27790643,"Carl","Manhattan","Washington Heights",40.84522,-73.93952,"Private room",49,1,1,"2015-03-23",0.02,1,0
"3401",5423135,"new york upper east side loft apt",11650470,"Ingrid","Manhattan","Upper East Side",40.78026,-73.9529,"Entire home/apt",110,30,1,"2015-04-02",0.02,1,188
"3428",5506438,"luxury high rise apartment",2263462,"Anna Meng","Manhattan","Murray Hill",40.74467,-73.97202,"Private room",100,1,1,"2015-10-03",0.02,1,0
"3431",5512274,"west village ground floor studio",7033514,"Paul","Manhattan","West Village",40.73426,-74.00525,"Entire home/apt",199,1,1,"2015-10-30",0.02,1,0
"3511",5693978,"1 large bedroom apartment available",29518961,"Akshay","Manhattan","Upper West Side",40.77937,-73.97805,"Entire home/apt",120,1,1,"2015-03-22",0.02,1,0
"3547",5771361,"newly renovated 2 bed 2 bath in ev",21191263,"Jonny","Manhattan","East Village",40.72915,-73.98866,"Entire home/apt",275,1,1,"2015-03-30",0.02,1,0
"3578",5850978,"huge  central & artsy park ave apt ! ",2843970,"M&J","Manhattan","Flatiron District",40.74121,-73.98648,"Entire home/apt",220,1,1,"2015-06-17",0.02,1,0
"3597",5904522,"2 bedroom apartment in chelsea",30667653,"Adam","Manhattan","Chelsea",40.74621,-73.99119,"Entire home/apt",250,2,1,"2015-10-26",0.02,1,0
"3610",5943770,"chambre priv�e pr�s de central park",18002339,"Juliette","Manhattan","Upper West Side",40.79788,-73.9618,"Private room",60,7,1,"2015-06-15",0.02,1,0
"3619",5998978,"small room in heart of manhattan",4198853,"Chad","Manhattan","Lower East Side",40.71769,-73.98801,"Private room",125,1,1,"2015-05-04",0.02,1,0
"3627",6006711,"awesome place in the heart of ev",28429835,"Arpan","Manhattan","East Village",40.72753,-73.98749,"Private room",250,1,1,"2015-05-22",0.02,1,0
"3640",6031895,"private bedroom near time square",6396863,"Tianhui","Manhattan","Theater District",40.76257,-73.98574,"Private room",60,1,1,"2015-08-02",0.02,1,0
"3650",6048583,"3 bedroom apartment - greenwich vlg",31389734,"Matt","Manhattan","Greenwich Village",40.72966,-73.99787,"Entire home/apt",120,4,1,"2015-08-22",0.02,1,0
"3662",6088910,"charming 1 bed room  exposed brick",31599293,"Courtney","Manhattan","Hell's Kitchen",40.75749,-73.99657,"Entire home/apt",180,3,1,"2015-05-04",0.02,1,0
"3676",6114161,"beautiful apartment in soho",21327551,"Liza","Manhattan","Nolita",40.72191,-73.99587,"Private room",125,1,1,"2015-05-19",0.02,1,0
"3683",6128992,"location  location  location -nyc !  ! ",301346,"Dawn","Manhattan","Chelsea",40.75054,-73.99683,"Entire home/apt",150,14,1,"2015-05-20",0.02,1,0
"3706",6179500,"ideal location  spacious ibr",26819117,"Sagnes","Manhattan","Kips Bay",40.74174,-73.97878,"Private room",115,7,1,"2015-05-31",0.02,1,0
"3715",6198636,"studio steps from park & train ! ",31877774,"Alexandra","Manhattan","Upper West Side",40.77889,-73.98155,"Entire home/apt",190,2,1,"2015-05-22",0.02,1,0
"3721",6208855,"upper east side - private room",32195844,"Jiaying","Manhattan","Upper East Side",40.78428,-73.94872,"Private room",85,4,1,"2015-05-19",0.02,1,0
"3734",6233819,"shared room in luxurious 2bd",4422415,"Damien","Manhattan","Upper East Side",40.7755,-73.9475,"Private room",130,1,1,"2015-05-19",0.02,2,364
"3750",6262496,"bedroom right in chelsea ! ",4582357,"Dennis","Manhattan","Chelsea",40.73889,-73.99749,"Private room",150,1,1,"2015-05-06",0.02,1,0
"3751",6262536,"centrally located studio - times sq",405555,"Prerna","Manhattan","Theater District",40.76295,-73.98435,"Entire home/apt",230,1,1,"2015-06-05",0.02,1,0
"3773",6302996,"spacious room in washington heights",18671223,"Josette","Manhattan","Washington Heights",40.84773,-73.93346,"Private room",45,1,1,"2015-06-26",0.02,1,0
"3774",6311978,"les private room in 3br apt",4309521,"Sarah","Manhattan","Lower East Side",40.71959,-73.98984,"Private room",60,1,1,"2016-01-05",0.02,1,0
"3781",6326568,"w village - 3 br -  5 31 to 7 2",32924122,"Jeffrey","Manhattan","West Village",40.73623,-74.00036,"Entire home/apt",207,1,1,"2015-06-29",0.02,1,0
"3804",6349111,"perfect location ! ",10562062,"Dajana","Manhattan","East Village",40.72297,-73.98604,"Private room",190,2,1,"2015-05-25",0.02,1,0
"3810",6359266,"1 train  delis  duane read eat outs",33128992,"Sundar","Manhattan","Morningside Heights",40.81444,-73.95863,"Private room",75,1,1,"2015-05-18",0.02,1,0
"3815",6364117,"lovely lofted room in uws",7532832,"Wing-Yee","Manhattan","Upper West Side",40.80066,-73.96941,"Private room",125,1,1,"2015-06-09",0.02,1,0
"3817",6364280,"breathtaking light & view west village apartment",4358400,"Shehzad","Manhattan","West Village",40.73707,-74.00524,"Private room",150,1,1,"2015-05-26",0.02,1,0
"3830",6373790,"enjoy a comfy apartment on the uws",26818265,"Gat","Manhattan","Upper West Side",40.79745,-73.96916,"Entire home/apt",280,1,1,"2015-07-05",0.02,1,0
"3839",6385364,"front bdrm in massive nolita loft",3922258,"Alex","Manhattan","Lower East Side",40.7188,-73.99452,"Private room",100,1,1,"2015-08-10",0.02,1,0
