"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"1094",1148978,"1 br 1 2 block to a b c d trains",6298986,"Marcelo","Manhattan","Washington Heights",40.83307,-73.93957,"Private room",48,14,46,"2019-05-17",0.62,1,287
"1467",1900780,"1000 sq ft loft in flatiron.",9870396,"Damian","Manhattan","Gramercy",40.73892,-73.98922,"Entire home/apt",249,4,26,"2019-01-03",0.62,1,281
"1594",2057595,"great location in the east village",10535464,"Steve","Manhattan","East Village",40.72829,-73.98907,"Private room",69,13,42,"2019-05-25",0.62,1,84
"2878",4547273,"beautiful spacious studio by park",10411359,"Alison","Manhattan","Upper West Side",40.78316,-73.97269,"Entire home/apt",120,3,33,"2019-07-01",0.62,1,0
"3259",5046894,"cozy space in harlem  manhattan",6454648,"Laksen & Nikki","Manhattan","Harlem",40.81549,-73.95278,"Shared room",80,1,29,"2019-06-12",0.62,1,357
"3457",5567220,"spacious 2-bedroom in a modern bldg",27201435,"Svetlana","Manhattan","East Harlem",40.80015,-73.94043,"Entire home/apt",100,2,32,"2016-05-25",0.62,1,0
"4023",6692213,"well furnished upper east side studio",6847312,"David & Derek","Manhattan","Upper East Side",40.78165,-73.94825,"Entire home/apt",127,2,30,"2019-03-17",0.62,1,0
"4344",7256741,"1br @ east village - better than a luxury hotel",1468231,"Alan","Manhattan","East Village",40.7333,-73.98943,"Entire home/apt",219,2,30,"2019-06-10",0.62,1,2
"4393",7339716,"perfect west village apt",36625404,"Jeff","Manhattan","West Village",40.73545,-74.00686,"Entire home/apt",195,2,30,"2018-06-26",0.62,1,189
"6723",11239248,"charming 1bd in hip east village",12317978,"Megan","Manhattan","East Village",40.72814,-73.98018,"Entire home/apt",135,2,25,"2018-09-09",0.62,1,0
"7698",13124637,"private br in a 2 br central park west",32132982,"Vanessa","Manhattan","Upper West Side",40.79613,-73.96658,"Private room",60,2,23,"2017-02-21",0.62,1,0
"7733",13169806,"unique studio in chelsea",988088,"Tale","Manhattan","Chelsea",40.74729,-74.00244,"Entire home/apt",154,2,23,"2019-06-02",0.62,1,4
"8580",14239534,"beautiful and sunny apartment in east village ! ",55976102,"John","Manhattan","East Village",40.72835,-73.98503,"Entire home/apt",199,5,22,"2019-05-29",0.62,1,68
"9502",16275733,"private room in quiet ues apartment",20362478,"Gabrielle","Manhattan","Upper East Side",40.76835,-73.95837,"Private room",100,1,19,"2017-05-17",0.62,1,0
"10054",17433572,"royal suite at northern lights mansion",1261480,"Diane","Manhattan","Harlem",40.80825,-73.95004,"Private room",500,1,13,"2018-10-03",0.62,2,361
"10430",18287688,"ues one bedroom",57531995,"Ashley","Manhattan","Upper East Side",40.77138,-73.94973,"Entire home/apt",145,1,15,"2018-04-29",0.62,1,0
"10892",19189347,"family friendly spacious charming flat ! ",45223012,"Maria","Manhattan","Inwood",40.86702,-73.92519,"Entire home/apt",110,2,15,"2019-04-25",0.62,1,161
"11134",19590073,"cozy room in nolita",137702768,"Dorothea","Manhattan","Little Italy",40.71885,-73.99514,"Private room",120,7,14,"2018-12-13",0.62,1,64
"11195",19708955,"good vibes tribeca loft",136729912,"Karen","Manhattan","Tribeca",40.72227,-74.00804,"Entire home/apt",700,4,12,"2019-01-01",0.62,1,124
"11239",19779749,"private room in sunny south harlem apt",1877402,"Anna","Manhattan","Harlem",40.8114,-73.95237,"Private room",50,1,15,"2018-06-07",0.62,2,0
"11767",20726546,"manhattan nyc private room a
15 min f times square",57049951,"Eliahu","Manhattan","Harlem",40.81394,-73.95334,"Private room",69,2,13,"2018-01-07",0.62,9,112
"11793",20763577,"perfect room for female steps to ctral park+subway",6423626,"Jennifer","Manhattan","Harlem",40.80044,-73.95139,"Private room",50,28,12,"2019-05-08",0.62,1,39
"12470",21799111,"charming and snug 1 bd in west village near soho",17692768,"Isabella","Manhattan","West Village",40.73226,-74.00184,"Entire home/apt",175,6,11,"2018-10-08",0.62,1,0
"12550",21868933,"gorgeous home with private terrace: union square ! ",9282079,"Justine","Manhattan","Gramercy",40.73581,-73.98918,"Entire home/apt",245,4,12,"2019-05-25",0.62,1,0
"13563",23606468,"new-bright-spacious-les- with d-2bath-by train-rooftop",335046,"Orit","Manhattan","Lower East Side",40.71374,-73.98907,"Private room",100,3,10,"2019-06-01",0.62,3,361
"13668",23762605,"luxury bedroom in  a cozy  relaxed nyc atmosphere ! ",109551284,"Saphira","Manhattan","Upper West Side",40.80172,-73.96177,"Private room",120,5,9,"2019-04-30",0.62,2,0
"13987",24493940,"private bedroom with en suite bath on central park",1114587,"Keenan & Emily","Manhattan","Upper West Side",40.79591,-73.96204,"Private room",90,2,9,"2019-06-12",0.62,3,181
"14019",24540842,"high end hilton club in midtown manhattan",6524762,"Armstrong","Manhattan","Midtown",40.76487,-73.97857,"Entire home/apt",250,1,9,"2019-04-17",0.62,3,89
"14362",25266135,"large room near columbia uni medical center (7)",186155189,"Kyunam","Manhattan","Washington Heights",40.84376,-73.94208,"Private room",50,1,7,"2019-06-20",0.62,3,83
"14653",25967331,"cozy and convenient spot in washington heights",152442590,"Nick","Manhattan","Washington Heights",40.85108,-73.93912,"Private room",60,1,8,"2018-07-08",0.62,1,0
"14693",26038936,"great location  the heart of the uws ! ",6918093,"Carinne","Manhattan","Upper West Side",40.78883,-73.98068,"Private room",90,3,8,"2018-12-27",0.62,1,0
"14918",26602955,"cozy room in manhattan minutes 2 times sqr",158972140,"Figo","Manhattan","Harlem",40.81678,-73.94246,"Private room",85,1,7,"2019-04-02",0.62,2,180
"15336",27482124,"large  bright studio for rent",20398684,"Heather","Manhattan","Midtown",40.75135,-73.97197,"Entire home/apt",120,2,6,"2019-04-15",0.62,1,0
"15826",28642786,"excellent loc best value midtown studio nearmacy’s",9698896,"Sanyam","Manhattan","Midtown",40.74971,-73.98682,"Entire home/apt",108,2,6,"2019-05-29",0.62,1,0
"16252",29543762,"room  with private bathroom  central park & times sq",222456125,"Mariano","Manhattan","Midtown",40.76474,-73.98187,"Private room",160,3,5,"2018-12-10",0.62,1,0
"16310",29658517,"close by central park",222755851,"Sarah","Manhattan","Upper West Side",40.79896,-73.96183,"Private room",110,3,5,"2019-06-18",0.62,2,176
"16469",29909672,"beautiful  comfy full 1br in the heart of chelsea",851736,"Mj","Manhattan","Chelsea",40.74741,-74.00213,"Entire home/apt",250,7,4,"2019-06-23",0.62,1,8
"17377",30875053,"incredible 1-bedroom in manhattan too",230670970,"Jenuine","Manhattan","Harlem",40.81573,-73.94036,"Entire home/apt",195,30,2,"2019-05-13",0.62,1,239
"18242",32308362,"quiet mid-century modern apartment",99763169,"Ashlin","Manhattan","Upper West Side",40.77995,-73.98464,"Entire home/apt",220,2,3,"2019-04-29",0.62,1,36
"19024",33555952,"huge  sunny room in financial district",12655794,"Pat","Manhattan","Financial District",40.70598,-74.00804,"Private room",150,4,2,"2019-04-15",0.62,1,90
"25",14287,"cozy 1bd on central park west in new york city",56094,"Joya","Manhattan","Upper West Side",40.78635,-73.97008,"Entire home/apt",151,2,73,"2019-07-07",0.63,1,302
"146",70128,"large  sunny room east village nyc",354330,"Eyal","Manhattan","East Village",40.73198,-73.98881,"Private room",65,3,52,"2019-01-10",0.63,1,5
"270",224004,"artsy loft-like harlem apartment",1165231,"Deirdre","Manhattan","Harlem",40.80486,-73.95298,"Private room",69,1,59,"2018-10-26",0.63,2,86
"321",262343,"cozy & clean lower east side apt.",1376385,"Lauren","Manhattan","Lower East Side",40.72087,-73.99022,"Entire home/apt",153,31,59,"2019-06-06",0.63,1,27
"409",339456,"bright  new luxury apartment in doorman building",1723485,"Mary","Manhattan","Upper West Side",40.79526,-73.9655,"Entire home/apt",387,1,23,"2018-12-31",0.63,1,0
"885",841484,"cozy charming apt - lower east side",2682735,"Andrew","Manhattan","Lower East Side",40.71892,-73.98627,"Entire home/apt",175,3,50,"2019-06-30",0.63,1,1
"936",893853,"best location btwn un sq  chelsea",1208402,"Kristen","Manhattan","Flatiron District",40.74207,-73.99094,"Entire home/apt",175,25,49,"2016-10-17",0.63,1,188
"1020",1027808,"east village loft - 1300 sq ft home - 2 bedrooms ! ",5655889,"East Village Loft","Manhattan","East Village",40.72351,-73.98283,"Entire home/apt",499,5,47,"2019-06-08",0.63,1,341
"1077",1129483,"unique 1br in energetic e. village",6196141,"Brian","Manhattan","East Village",40.72271,-73.98478,"Entire home/apt",199,3,42,"2019-06-15",0.63,1,330
"1261",1479283,"great chelsea location  couch 2nd bed  free wifi",7245581,"Michael","Manhattan","Chelsea",40.75028,-73.99533,"Entire home/apt",96,115,45,"2019-03-15",0.63,19,210
"1382",1763736,"charming upper west side 1 bedroom",1304097,"Edon","Manhattan","Upper West Side",40.78448,-73.97386,"Private room",116,1,43,"2018-08-01",0.63,1,0
"1417",1827723,"2 bdr nyc duplex w balcony",9563216,"Aimee","Manhattan","Gramercy",40.73285,-73.98245,"Entire home/apt",400,2,40,"2019-05-28",0.63,1,190
"1963",2695367,"bright spacious 3bd; near subways and bus",13795689,"Juliette","Manhattan","Washington Heights",40.84203,-73.93985,"Private room",85,2,24,"2019-06-28",0.63,1,318
"2043",2924528,"spacious room in the heart of manhattan (downtown)",14932802,"Winona","Manhattan","Chinatown",40.71782,-73.99422,"Private room",87,4,9,"2018-11-04",0.63,1,89
"2777",4415695,"cozy room in classic ny apt  lively midtown area",10074473,"Dominique","Manhattan","Hell's Kitchen",40.76638,-73.98741,"Private room",60,1,22,"2018-02-10",0.63,1,0
"2855",4512045,"beautiful exposed brick studio loft",13282162,"Manuel","Manhattan","Upper West Side",40.78294,-73.98474,"Entire home/apt",148,3,35,"2019-07-01",0.63,1,207
"3303",5160871,"cozy chelsea studio",8780729,"Ellen","Manhattan","Chelsea",40.7417,-73.9978,"Entire home/apt",135,3,31,"2016-12-05",0.63,1,0
"3900",6484983,"master bedroom + private bathroom",3499548,"Costanza","Manhattan","Hell's Kitchen",40.7644,-73.99338,"Private room",130,3,14,"2019-05-28",0.63,1,293
"4450",7437623,"charming ues prewar 24 7 doorman 2 bed 2 bath apt",1025745,"Meredith","Manhattan","Upper East Side",40.78271,-73.95288,"Entire home/apt",595,2,30,"2019-06-19",0.63,1,332
"4455",7455635,"unique artists' studio in manhattan",1407021,"Gabe","Manhattan","Chinatown",40.71624,-73.99015,"Entire home/apt",180,3,30,"2018-01-03",0.63,1,0
"5388",9116126,"sunny vibrant historic 1 bdrm apt on central park",3883685,"Dan","Manhattan","Upper West Side",40.78627,-73.97112,"Entire home/apt",199,28,17,"2019-06-04",0.63,1,114
"5438",9199020,"comfy sofa bed in my 1 bedroom apt ! ",40236486,"Priscilla","Manhattan","Washington Heights",40.8398,-73.9385,"Shared room",35,1,25,"2019-05-24",0.63,3,55
"5768",9579542,"large and sunny artistic apt   city center",49287218,"Misha","Manhattan","Hell's Kitchen",40.76661,-73.98439,"Entire home/apt",179,2,27,"2019-06-23",0.63,1,8
"6973",11758988,"your harlem home away from home",3150538,"Sarah","Manhattan","Harlem",40.82066,-73.95259,"Entire home/apt",225,3,25,"2019-01-01",0.63,1,0
"7715",13152955,"peaceful west village 1 bedroom apt",962936,"Daniel","Manhattan","Greenwich Village",40.72953,-74.00148,"Entire home/apt",600,5,24,"2019-06-01",0.63,1,336
"8946",15149560,"private  cozy room in the center of manhattan",13442714,"Nuan","Manhattan","SoHo",40.72058,-73.99807,"Private room",120,3,21,"2019-06-15",0.63,2,82
"9544",16325781,"room at home in lower east side",3173147,"Andrea","Manhattan","Lower East Side",40.71833,-73.98556,"Private room",95,4,15,"2019-06-25",0.63,2,244
"9968",17168007,"nymt07-1 luxury !  studio cozy gym doorman stu-7",39890192,"Laura","Manhattan","Hell's Kitchen",40.76536,-73.98864,"Entire home/apt",160,45,6,"2019-05-22",0.63,12,365
"9981",17211246,"cute clean 1 rm",31546047,"Miyu","Manhattan","Hell's Kitchen",40.76553,-73.98879,"Private room",118,2,16,"2019-07-01",0.63,1,24
"10754",18992110,"charming nolita apartment",12420115,"Constanze","Manhattan","Lower East Side",40.7197,-73.99331,"Entire home/apt",170,1,16,"2019-02-18",0.63,1,0
"10940",19269676,"quintessential loft location on bond street.",128780335,"Alison","Manhattan","NoHo",40.72681,-73.99346,"Entire home/apt",352,4,15,"2019-01-01",0.63,1,13
"11071",19475058,"spacious chinatown loft",12038925,"Keir","Manhattan","Chinatown",40.71585,-73.99171,"Entire home/apt",250,2,15,"2018-08-26",0.63,1,0
"11368",19970764,"brand new modern 2br 1ba heart of lower east side ! ",22129776,"Ali","Manhattan","Lower East Side",40.72337,-73.99057,"Entire home/apt",449,1,3,"2019-05-05",0.63,3,352
"11792",20763209,"clean chinatown studio",10388662,"Frances","Manhattan","Chinatown",40.71515,-73.99863,"Entire home/apt",145,4,13,"2019-06-10",0.63,1,86
"12364",21660363,"beautiful studio one step away from central park",157653177,"Isaies","Manhattan","Harlem",40.80188,-73.95695,"Entire home/apt",75,7,12,"2019-06-23",0.63,1,3
"12816",22162572,"1bed 1 bath  upper west side  lincoln center",131647128,"Emily","Manhattan","Upper West Side",40.77605,-73.98833,"Entire home/apt",190,30,4,"2019-04-11",0.63,25,363
"12907",22251000,"charming 1 bedroom in west village",4683415,"Benny","Manhattan","West Village",40.73612,-74.00828,"Entire home/apt",290,3,5,"2019-01-01",0.63,1,0
"13516",23470849,"perfect room in between walks&fun in manhattan",22188,"Laura","Manhattan","Upper West Side",40.78046,-73.98818,"Private room",90,3,2,"2019-04-30",0.63,2,339
"13607",23668740,"deluxe studio view broadway #4",177174475,"Alberto","Manhattan","Midtown",40.74657,-73.98691,"Entire home/apt",163,1,8,"2019-05-22",0.63,17,225
"13723",23894403,"chic bohemian 1 br in the heart of west village",15356183,"Daniel","Manhattan","West Village",40.73417,-74.00604,"Entire home/apt",250,2,5,"2019-05-27",0.63,1,0
"13782",24041042,"architect loft   btw soho & tribeca  private roof",12307951,"Edouard","Manhattan","Tribeca",40.71916,-74.00442,"Entire home/apt",240,3,9,"2019-06-20",0.63,1,17
"14528",25698744,"cozy room with private terrace 7th floor",16877292,"D","Manhattan","East Harlem",40.79461,-73.94111,"Private room",90,1,8,"2019-06-09",0.63,2,208
"14555",25786994,"manhanton high rising apartment next to the subway",183033408,"Jill","Manhattan","Harlem",40.8129,-73.94084,"Entire home/apt",99,5,7,"2019-03-09",0.63,1,0
"14682",26014444,"studio apartment in upper east side",5445262,"Steven","Manhattan","Upper East Side",40.77844,-73.94728,"Entire home/apt",125,3,8,"2019-01-01",0.63,1,0
"14880",26520216,"beautiful 1 bedroom in south midtown manhattan",11541034,"William","Manhattan","Midtown",40.7523,-73.99024,"Entire home/apt",210,5,7,"2019-01-03",0.63,1,0
"15380",27552717,"spacious flat in the heart of greenwich village",9060287,"Priya","Manhattan","Greenwich Village",40.73021,-74.00091,"Private room",111,3,7,"2018-10-22",0.63,1,0
"15662",28230753,"private room  with  fire escape in beautiful soho",6542295,"Jon","Manhattan","SoHo",40.72668,-74.00252,"Private room",100,3,6,"2019-06-24",0.63,2,3
"16656",30128919,"in the heart of the city ! ",226391260,"Ahmad","Manhattan","Chelsea",40.74079,-74.00383,"Entire home/apt",250,3,4,"2019-06-28",0.63,1,49
"16732",30193154,"*no guest service fee* beekman tower studio suite  #9",205031545,"Red Awning","Manhattan","Midtown",40.75439,-73.96647,"Entire home/apt",675,28,4,"2019-05-26",0.63,49,253
"17119",30498747,"luxurious bedroom in tribeca - walk to world trade",36642844,"Jason","Manhattan","Tribeca",40.71802,-74.01038,"Private room",97,1,4,"2019-04-26",0.63,1,0
"17150",30527403,"luxury 2bd 1bath condo in harlem.",12802075,"Farhad","Manhattan","Harlem",40.81981,-73.94326,"Entire home/apt",300,4,4,"2019-06-01",0.63,1,0
"17303",30764665,"large one bedroom with 2 walk through living rooms",230196849,"Mariia","Manhattan","East Harlem",40.78909,-73.94153,"Entire home/apt",350,2,4,"2019-05-19",0.63,1,81
"17471",30961345,"2-bedroom apartment on the upper east side",86534046,"Sierra","Manhattan","Upper East Side",40.78228,-73.94715,"Entire home/apt",130,1,4,"2019-02-17",0.63,1,0
"17743",31415232,"luxury 2 bedroom 2 bath brownstone in nyc",188741104,"Susan","Manhattan","Harlem",40.81027,-73.94306,"Entire home/apt",175,31,3,"2019-04-05",0.63,4,274
"17766",31458142,"huge studio in the heart of kips bay",235655558,"Steph","Manhattan","Kips Bay",40.74343,-73.98147,"Entire home/apt",140,1,3,"2019-04-01",0.63,1,0
"17877",31729652,"sunny studio located in the heart of harlem",91390716,"Kathiana Joy","Manhattan","Harlem",40.81207,-73.94335,"Entire home/apt",80,2,3,"2019-02-25",0.63,1,0
"18089",32166672,"cozy apartment close to central park",187849608,"Florencio","Manhattan","Upper West Side",40.79097,-73.97412,"Private room",180,1,3,"2019-05-14",0.63,1,151
"18092",32168942,"luxury modern artist chelsea apartment",116089235,"Noemi","Manhattan","Chelsea",40.75117,-73.99735,"Entire home/apt",500,3,1,"2019-05-23",0.63,1,77
"18128",32225186,"sonder | stock exchange | tranquil 2br + lounge",219517861,"Sonder (NYC)","Manhattan","Financial District",40.70714,-74.01233,"Entire home/apt",392,2,2,"2019-05-13",0.63,327,286
"18466",32667713,"delightful 1br in midtown east by sonder",219517861,"Sonder (NYC)","Manhattan","Murray Hill",40.74467,-73.97188,"Entire home/apt",160,29,1,"2019-05-22",0.63,327,345
"18572",32802904,"cozy colorful city pad by all transportation lines",207000645,"Tk","Manhattan","East Village",40.724,-73.98933,"Entire home/apt",190,1,1,"2019-05-22",0.63,1,365
"19215",33810134,"amazing queen bedrose ues (shared)",225055374,"David","Manhattan","Upper East Side",40.77181,-73.953,"Shared room",78,30,1,"2019-05-22",0.63,3,365
"19694",34340357,"cozy private studio suite",4852748,"Michelle","Manhattan","Harlem",40.80497,-73.94592,"Private room",145,3,1,"2019-05-22",0.63,6,365
"275",228517,"great bedroom in downtown manhattan",1192610,"Raven","Manhattan","Chinatown",40.71611,-73.99828,"Private room",110,30,59,"2019-06-24",0.64,1,281
"416",343971,"beautiful room in a beautiful new nyc apartment",10609846,"Ben","Manhattan","Harlem",40.83177,-73.95,"Private room",89,1,56,"2018-07-16",0.64,1,365
"909",854521,"room  central location  priv. entry",4463092,"Samuel","Manhattan","Harlem",40.80925,-73.95541,"Private room",62,2,45,"2019-07-04",0.64,2,310
"1163",1291561,"true west village experience-1 bdrm",7022451,"Deborah","Manhattan","Greenwich Village",40.72948,-73.99957,"Entire home/apt",219,6,45,"2018-09-11",0.64,1,188
"1306",1614817,"prime apartment in east village ! ",5283853,"Chara","Manhattan","East Village",40.73082,-73.98693,"Entire home/apt",160,2,44,"2018-01-01",0.64,2,0
"2856",4512093,"manhattan (uws) townhouse",11760806,"Raj","Manhattan","Upper West Side",40.79994,-73.97001,"Private room",299,1,1,"2019-05-23",0.64,1,88
"3254",5040218,"lux blg-prime area !  lg private rm & bath  with views ! ",26019828,"Sonia","Manhattan","Hell's Kitchen",40.76159,-73.99824,"Private room",69,2,22,"2019-03-20",0.64,2,7
"3992",6645963,"sunny private room in spanish harlem art house",24260658,"Kristy","Manhattan","East Harlem",40.79478,-73.93416,"Private room",70,2,32,"2019-06-24",0.64,5,63
"4800",8040050,"spacious manhattan studio w patio ! ",39921605,"Rachel","Manhattan","Upper West Side",40.80377,-73.96903,"Private room",163,1,30,"2017-01-04",0.64,5,188
"5005",8442997,"1 000 square foot apt - in manhattan ! ",18418581,"Pooja","Manhattan","Washington Heights",40.85432,-73.93198,"Entire home/apt",235,1,28,"2019-03-10",0.64,3,364
"5891",9735957,"unique duplex loft private roof",49494357,"Lindsee And Peter","Manhattan","Nolita",40.72116,-73.9959,"Entire home/apt",425,2,23,"2019-06-04",0.64,1,54
"6657",11040458,"huge 3 bedroom apt in west harlem",20607397,"Jonathan","Manhattan","Harlem",40.80735,-73.95684,"Entire home/apt",300,2,26,"2019-06-26",0.64,1,176
"6806",11459084,"les sunny bedroom with roof access",20175896,"Zack","Manhattan","Lower East Side",40.72132,-73.98369,"Private room",110,3,26,"2019-04-22",0.64,1,0
"8679",14507274,"large bright east village flat",849356,"Margo","Manhattan","East Village",40.72652,-73.97938,"Entire home/apt",162,5,22,"2019-07-02",0.64,1,156
"8683",14522175,"bohemian home in trendy les !  #10250",25760832,"Alexandra","Manhattan","Lower East Side",40.71947,-73.98581,"Entire home/apt",200,2,22,"2019-01-05",0.64,1,4
"8830",14880613,"cute  central east village apt",4289248,"Tamar","Manhattan","East Village",40.72891,-73.98868,"Entire home/apt",300,2,22,"2019-05-26",0.64,1,8
"8835",14886600,"midtown east studio apt ~ private  cozy & bright",93373413,"Meg","Manhattan","Midtown",40.75735,-73.96438,"Entire home/apt",198,2,22,"2019-06-30",0.64,1,8
"10203",17746222,"perfect bedroom. near subways columbia citycollege",16721721,"Federico","Manhattan","Harlem",40.8153,-73.9508,"Private room",65,2,18,"2018-11-04",0.64,1,0
"10551",18559902,"central park view 5th avenue",125021178,"Avi","Manhattan","Midtown",40.76646,-73.97912,"Entire home/apt",350,3,16,"2019-05-16",0.64,1,352
"11874",20912512,"spatious park ave studio",40120855,"Matthew","Manhattan","Murray Hill",40.74943,-73.97945,"Entire home/apt",210,2,14,"2019-06-25",0.64,1,13
"12433",21754221,"stylish 1-br apartment in prime soho ! ",6792247,"Agnes","Manhattan","SoHo",40.72566,-74.00075,"Entire home/apt",187,2,7,"2019-06-30",0.64,1,4
"13364",23072308,"charming wahi apartment ! ",92192182,"Alyssa","Manhattan","Washington Heights",40.84861,-73.93716,"Entire home/apt",72,2,11,"2018-07-08",0.64,2,0
"13464",23342782,"lovely west harlem duplex  comfortably sleeps 4",4325160,"Kinda","Manhattan","Harlem",40.80381,-73.95055,"Entire home/apt",125,10,10,"2018-12-11",0.64,1,0
"13930",24351719,"les 2 br penthouse new construction",87585422,"Dan","Manhattan","Lower East Side",40.72081,-73.98461,"Entire home/apt",975,4,8,"2019-05-18",0.64,1,164
"13978",24473606,"perfect sunny 1br in the treetops",3469364,"Joe","Manhattan","NoHo",40.72547,-73.99284,"Entire home/apt",185,10,1,"2019-05-23",0.64,1,57
"14087",24670932,"sunny  spacious  & clean east village one-bedroom ! ",16713679,"Marie","Manhattan","East Village",40.72531,-73.98187,"Entire home/apt",295,3,9,"2019-07-02",0.64,1,88
"14091",24677673,"large  private  sunny room 8 min to subway -harlem",4538012,"Karen","Manhattan","East Harlem",40.80931,-73.93982,"Private room",65,4,8,"2019-06-18",0.64,4,0
"14267",25070554,"tribeca luxury doorman apartment with park views",24069,"YuJin","Manhattan","Tribeca",40.71809,-74.01205,"Entire home/apt",140,1,9,"2019-03-30",0.64,1,44
"14513",25668516,"great cozy room near the center of nyc 12ar",190921808,"John","Manhattan","Hell's Kitchen",40.75407,-73.99528,"Private room",100,7,8,"2019-06-09",0.64,47,271
"14534",25737165,"lux studio suite+ kitchen+gym+rooftop @fidi ! ",73456844,"Lilian","Manhattan","Financial District",40.70659,-74.01002,"Entire home/apt",179,3,8,"2019-07-06",0.64,1,102
