"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"45",6181131,"share quiet  clean and spacious apt",32060911,"Elvis","Staten Island","West Brighton",40.63438,-74.11518,"Private room",40,30,6,"2019-03-31",0.12,2,354
"75",13370393,"charming.",13373889,"Aaron","Staten Island","Concord",40.60556,-74.08274,"Entire home/apt",150,7,1,"2018-11-04",0.12,2,83
"242",27365033,"large room in prestigious neighborhood of si",18404082,"Alexander","Staten Island","Grymes Hill",40.6157,-74.0985,"Private room",89,1,1,"2018-11-04",0.12,1,65
"246",27579796,"new york home ferry ride from manhattan.",169567256,"Pariis","Staten Island","Tompkinsville",40.63183,-74.09268,"Private room",100,2,1,"2018-11-04",0.12,1,0
"72",12914239,"cherry hill house - plum room",2464187,"Jessica","Staten Island","St. George",40.63834,-74.08291,"Private room",40,1,5,"2017-03-30",0.14,2,0
"209",24653572,"staten island retreat.",171590575,"Anthony","Staten Island","Randall Manor",40.6416,-74.09861,"Private room",50,10,2,"2018-11-06",0.14,1,191
"128",18066733,"5br duplex. @ ferry !   water&city views ! ",117492425,"Dine","Staten Island","St. George",40.64605,-74.07897,"Entire home/apt",289,4,2,"2018-07-25",0.16,6,230
"281",30202750,"large 2 br  loft-like apartment in historic house",17011664,"Ann Marie","Staten Island","St. George",40.64682,-74.08575,"Entire home/apt",86,5,1,"2019-01-03",0.16,1,43
"284",30449094,"private room in a family house",228608906,"Linda","Staten Island","Arrochar",40.59107,-74.07061,"Private room",65,1,1,"2019-01-01",0.16,2,362
"13",386555,"a place to stay close to manhattan",773928,"Nen","Staten Island","Stapleton",40.62766,-74.07988,"Private room",110,2,6,"2019-01-01",0.19,1,363
"195",23433585,"nice room near si ferry 
15 minutes by car.",174786681,"Sara I","Staten Island","Randall Manor",40.63779,-74.12274,"Private room",31,7,3,"2018-10-31",0.19,1,357
"250",27876268,"step back in time and see nyc as it was in the 80s",26405093,"Jeff","Staten Island","Stapleton",40.63782,-74.07732,"Private room",85,1,2,"2018-09-13",0.19,2,353
"170",21501184,"classy modern 2 beds for 2 people-staten island ny",99202586,"Thelma","Staten Island","Randall Manor",40.63118,-74.12866,"Private room",55,2,4,"2018-10-06",0.2,5,355
"94",15532430,"quiet room near beach in residential area.",6051934,"Susan","Staten Island","Midland Beach",40.56933,-74.09493,"Private room",80,1,7,"2018-11-04",0.22,1,358
"107",16216301,"double guestroom 30 mins to downtown manhattan",90658585,"Faye","Staten Island","Tompkinsville",40.6339,-74.08513,"Private room",55,3,6,"2019-06-07",0.22,3,88
"207",24624154,"1 bedroom cozy apartment",139756559,"Maria","Staten Island","Great Kills",40.54878,-74.13908,"Entire home/apt",75,30,3,"2019-02-11",0.22,2,129
"265",28909477,"charming nyc guest suite (loft room)",50756378,"Nina","Staten Island","Clifton",40.61595,-74.08535,"Shared room",150,2,2,"2018-11-04",0.22,7,312
"14",503460,"spacious apartment w extra room",2483236,"Caitlin","Staten Island","New Springville",40.59274,-74.16178,"Private room",68,2,11,"2018-10-22",0.24,1,88
"146",19786757,"2 bedrooms private bathroom and kitchen",131684478,"Mervin (Michael)","Staten Island","West Brighton",40.63291,-74.11777,"Private room",83,2,5,"2018-08-29",0.24,3,188
"8",258838,"oceanview close to manhattan",1360198,"Marina","Staten Island","Arrochar",40.59251,-74.06479,"Entire home/apt",250,2,21,"2019-05-22",0.26,4,333
"21",826307,"near manhatten  new empire outlets  park ! ",4192794,"Anna","Staten Island","Tompkinsville",40.63132,-74.08799,"Private room",47,1,20,"2016-11-06",0.26,1,323
"25",1665498,"3rd fl  private suite w own bath & study area",8821936,"Lynn","Staten Island","Shore Acres",40.61135,-74.06356,"Entire home/apt",75,3,19,"2019-05-30",0.28,1,258
"213",24970249,"peaceful&sun filled 2br&private bathroom near nyc",12931469,"Margarita","Staten Island","Great Kills",40.54901,-74.142,"Private room",120,2,4,"2018-11-19",0.29,3,86
"206",24606641,"classy antique private bedroom 20-minutes to ferry",99202586,"Thelma","Staten Island","Randall Manor",40.62947,-74.12991,"Private room",79,2,4,"2019-07-01",0.3,5,355
"217",25191316,"gorgeous private room near nyc",12931469,"Margarita","Staten Island","Great Kills",40.54889,-74.14199,"Private room",50,2,4,"2018-11-05",0.3,3,84
"218",25205158,"private room in st george near manhattan",150572903,"Dimitri","Staten Island","St. George",40.6408,-74.08097,"Private room",75,3,4,"2019-05-06",0.3,2,128
"239",27191921,"fort pl b&b",204752727,"Paul","Staten Island","St. George",40.64275,-74.08001,"Private room",120,2,1,"2019-04-05",0.31,1,350
"16",644575,"enjoy and discover new york citi",15523,"Vadim","Staten Island","Tompkinsville",40.63358,-74.0833,"Private room",71,2,23,"2018-10-07",0.33,2,352
"41",5225088,"glorious mornings townhouse",2265022,"K. Zovia","Staten Island","Mariners Harbor",40.62726,-74.1588,"Entire home/apt",150,5,16,"2019-05-17",0.33,1,299
"103",16097822,"newly renovated room for 1",104927746,"Amardeep","Staten Island","South Beach",40.59587,-74.08614,"Private room",35,4,10,"2019-05-22",0.34,7,323
"177",22122388,"fully furnished spacious home for 7 people",99202586,"Thelma","Staten Island","Randall Manor",40.6311,-74.12816,"Entire home/apt",149,2,3,"2019-06-16",0.34,5,354
"228",26280881,"bedroom in 3br exposed brick apt w deck & garden",55978113,"Alexis","Staten Island","Stapleton",40.63705,-74.07722,"Private room",80,1,4,"2018-10-25",0.34,2,29
"180",22450373,"spacious and modern space. super cozy and quiet",15535829,"Jay","Staten Island","West Brighton",40.63229,-74.11351,"Entire home/apt",99,2,3,"2019-05-18",0.36,1,364
"105",16123943,"1br 2nd floor  house",104661811,"Elias","Staten Island","Arrochar",40.59412,-74.06955,"Private room",105,1,12,"2019-05-19",0.39,1,89
"253",27939557,"private room in charming nyc guest suite (double)",50756378,"Nina","Staten Island","Clifton",40.61683,-74.08552,"Private room",40,2,4,"2019-04-13",0.39,7,37
"30",3037740,"beautiful turn-of-the-century home",339586,"Oswaldo","Staten Island","St. George",40.64444,-74.08302,"Entire home/apt",175,3,22,"2019-06-20",0.4,1,39
"155",20136121,"1 bd cozy house near beach",90751766,"Valeriy","Staten Island","Midland Beach",40.57294,-74.09615,"Entire home/apt",90,4,8,"2019-05-29",0.4,1,179
"204",24476209,"inexpensive private room with nyc   siuh access #2",104812805,"Amarjit S","Staten Island","Arrochar",40.59761,-74.08347,"Private room",33,4,6,"2019-03-26",0.41,8,285
"117",17475711,"cherry hill house - blue room",2464187,"Jessica","Staten Island","St. George",40.63703,-74.08423,"Private room",50,1,12,"2017-08-18",0.42,2,0
"124",17955761,"home away from home 4 guest private",4204783,"Kevin","Staten Island","West Brighton",40.63168,-74.12316,"Private room",89,2,12,"2019-06-26",0.43,3,279
"234",26606845,"nyc guest suite with loft-free ferry to manhattan",50756378,"Nina","Staten Island","Clifton",40.61543,-74.08513,"Entire home/apt",100,2,5,"2019-05-19",0.43,7,312
"19",712136,"room available-close to manhattan-b",3625735,"Marianne","Staten Island","Concord",40.60213,-74.0893,"Private room",75,30,36,"2017-08-29",0.44,2,362
"83",14506086,"cute lofted apt.",22847606,"Patricia","Staten Island","Prince's Bay",40.52211,-74.18028,"Entire home/apt",185,2,15,"2018-08-07",0.44,1,0
"154",20055311,"cozy basement apartment near rumc hospital",318899,"Krystal","Staten Island","West Brighton",40.63471,-74.10942,"Entire home/apt",75,1,9,"2019-06-07",0.45,1,175
"132",18305741,"cozy room minutes to manhattan. #2",72603148,"Faye","Staten Island","Stapleton",40.63464,-74.07842,"Private room",55,1,13,"2019-03-20",0.48,3,362
"276",29660984,"charming bedroom in a quite neighborhood",221751961,"Maya","Staten Island","Oakwood",40.56028,-74.10678,"Private room",46,1,4,"2019-01-19",0.51,1,0
"51",7856476,"private floor with private half-bath  living area",24629261,"Natalie","Staten Island","Randall Manor",40.63878,-74.10636,"Private room",69,3,23,"2019-06-07",0.52,1,172
"98",15988392,"bright guest room staten island  new york",103281721,"Marina","Staten Island","Stapleton",40.62903,-74.08206,"Private room",49,1,17,"2017-09-05",0.53,1,0
"178",22276159,"affordable private room in a home in nyc",12258594,"Rosa","Staten Island","St. George",40.64497,-74.08456,"Private room",75,2,10,"2019-07-01",0.53,2,207
"272",29439494,"verrezzano house",221760432,"Daniel","Staten Island","Concord",40.60367,-74.0695,"Entire home/apt",200,4,4,"2019-05-07",0.53,1,320
"245",27510869,"staten island apartment",113295877,"Jonathan","Staten Island","Tompkinsville",40.63461,-74.08937,"Private room",55,3,6,"2018-10-24",0.55,3,154
"11",310272,"private room in artist's home  stapleton  si",1390555,"Jonathan","Staten Island","Clifton",40.62318,-74.07848,"Private room",59,1,50,"2019-06-03",0.56,1,352
"271",29431457,"large studio apartment on todt hill",146363617,"Michael","Staten Island","Todt Hill",40.58392,-74.1078,"Entire home/apt",62,14,4,"2019-04-30",0.56,1,268
"78",13673242,"luxurious  1 or two bed rm  private  apartment",79505257,"Darryle","Staten Island","Howland Hook",40.63245,-74.17065,"Entire home/apt",100,3,21,"2019-05-12",0.57,1,88
"82",14462592,"a cozy luxurious  bed and breakfast",79641851,"Mia","Staten Island","Howland Hook",40.63014,-74.17459,"Entire home/apt",100,4,20,"2018-09-24",0.57,1,363
"58",8671663,"two bus stops to world trade center",45550171,"Michael","Staten Island","Concord",40.60514,-74.07367,"Entire home/apt",120,1,26,"2019-02-16",0.58,1,333
"314",33097219,"brand new home in staten island ! ",249104360,"Arkady","Staten Island","Grymes Hill",40.61572,-74.08901,"Entire home/apt",300,5,1,"2019-05-19",0.58,1,174
"17",681805,"near the city that never sleeps ! ",3375455,"Maria","Staten Island","Mariners Harbor",40.62879,-74.16062,"Private room",54,2,48,"2019-06-11",0.59,1,232
"37",4206034,"clean and huge studio in safe area",18382740,"Takao & Aiko","Staten Island","Tompkinsville",40.63481,-74.09591,"Entire home/apt",99,7,35,"2019-05-30",0.61,1,326
"91",15207725,"hugetropical bedrm near ferry",96341353,"Tony & Grace","Staten Island","St. George",40.64057,-74.0786,"Private room",110,1,20,"2019-07-01",0.63,3,337
"93",15462051,"private loft-style bedroom & en-suite in s.i.  ny",99202586,"Thelma","Staten Island","Randall Manor",40.63135,-74.13023,"Private room",79,2,21,"2019-07-01",0.64,5,355
"145",19691525,"small room in historical home on staten island",128338539,"Reuben","Staten Island","Stapleton",40.63144,-74.07913,"Private room",34,1,11,"2019-04-19",0.65,4,78
"74",13222140,"private appartment minutes from ny citi. fantastic loc ation  walking distance to manhattan ferry.",15523,"Vadim","Staten Island","Tompkinsville",40.63342,-74.08249,"Private room",72,2,25,"2018-09-03",0.66,2,237
"85",14588464,"spacious and clean get away",90453529,"Maria","Staten Island","South Beach",40.59116,-74.08174,"Entire home/apt",275,4,24,"2019-07-06",0.7,1,127
"173",21623610,"small guestroom 30 mins to downtown manhattan",90658585,"Faye","Staten Island","Tompkinsville",40.63333,-74.08389,"Private room",30,3,13,"2019-06-08",0.7,3,176
"261",28431734,"bright 2- room apartment in a house next to train.",55004447,"Olga","Staten Island","Arden Heights",40.54312,-74.17388,"Private room",41,2,7,"2019-01-08",0.71,1,0
"18",705749,"room available close to manhattan-a",3625735,"Marianne","Staten Island","Concord",40.60183,-74.08953,"Private room",75,30,59,"2019-03-30",0.72,2,354
"215",25127198,"travellers delight #3",104812805,"Amarjit S","Staten Island","Arrochar",40.59644,-74.08279,"Private room",32,4,10,"2019-05-01",0.73,8,340
"216",25189933,"charming private room 5 min to the ocean",12931469,"Margarita","Staten Island","Great Kills",40.54896,-74.14246,"Private room",40,2,9,"2019-07-01",0.73,3,89
"269",29393457,"2 private rooms near staten island ferry",204823078,"Maria","Staten Island","South Beach",40.58639,-74.08943,"Private room",100,2,6,"2019-05-26",0.73,2,86
"205",24573377,"inexpensive private room with nyc   siuh access #1",104812805,"Amarjit S","Staten Island","Arrochar",40.59757,-74.08434,"Private room",35,4,11,"2019-06-10",0.77,8,338
"252",27938207,"private room in charming nyc guest suite (single)",50756378,"Nina","Staten Island","Clifton",40.61706,-74.08567,"Private room",50,2,8,"2019-04-28",0.77,7,37
"349",35069416,"005 comfy and pleasant shared room",137999892,"Simranjeet","Staten Island","Concord",40.60625,-74.089,"Shared room",30,4,1,"2019-06-01",0.77,7,68
"90",15178725,"2 br tropical getaway near ferry",96341353,"Tony & Grace","Staten Island","St. George",40.6437,-74.07944,"Entire home/apt",150,1,23,"2019-06-18",0.78,3,336
"106",16132114,"sunny guestroom 30 mins to downtown manhattan",90658585,"Faye","Staten Island","Tompkinsville",40.63267,-74.08369,"Private room",34,3,24,"2019-06-10",0.78,3,159
"214",25005483,"3-bdrm newly renovated townhouse.",139756559,"Maria","Staten Island","Great Kills",40.54639,-74.13706,"Entire home/apt",180,30,9,"2018-10-09",0.79,2,130
"7",225976,"sunny cozy multileveled apartment ! ",1177947,"Marina","Staten Island","Shore Acres",40.61077,-74.06824,"Entire home/apt",75,6,76,"2019-06-13",0.8,1,278
"238",27088022,"bright  brand new  and spacious  gorgeous home",115827173,"David","Staten Island","Willowbrook",40.59886,-74.13217,"Entire home/apt",249,4,9,"2019-05-13",0.8,2,351
"15",639199,"beautiful 4br 4ba home  staten island  ny city.",1483081,"Marina","Staten Island","Tottenville",40.50868,-74.23986,"Entire home/apt",299,3,59,"2019-07-08",0.82,1,245
"318",33275070,"modern studio private entrance superb location",250580779,"Viktoriya","Staten Island","Bay Terrace, Staten Island",40.55105,-74.1366,"Entire home/apt",55,30,2,"2019-05-21",0.82,1,0
"84",14569577,"come explore the big apple ! ",90104417,"Sueann","Staten Island","Tottenville",40.51133,-74.23803,"Entire home/apt",275,4,29,"2019-06-03",0.83,2,313
"101",16097336,"doctor's on rotation (1)",104927746,"Amardeep","Staten Island","Concord",40.59703,-74.08676,"Private room",33,4,18,"2019-06-04",0.83,7,322
"150",19930489,"traveler student prvt rm  with   1 2 bath (001)",137999892,"Simranjeet","Staten Island","Concord",40.60613,-74.08907,"Private room",35,4,19,"2019-06-22",0.84,7,346
"27",2611458,"close to manhattan country setting",13373889,"Aaron","Staten Island","Concord",40.60375,-74.08065,"Private room",129,1,40,"2018-10-14",0.85,2,86
"249",27852410,"big bed paradise",104812805,"Amarjit S","Staten Island","Arrochar",40.59623,-74.0839,"Private room",34,4,8,"2019-06-08",0.85,8,290
"222",26085282,"free ferry to manhattan 10 mins away",182272609,"Denada","Staten Island","Tompkinsville",40.63277,-74.09562,"Entire home/apt",106,3,10,"2019-06-29",0.86,2,87
"329",33914554,"3 bedroom full house - 15mins to nyc ferry",161357125,"Mohsin","Staten Island","Todt Hill",40.61041,-74.11593,"Entire home/apt",135,3,2,"2019-06-23",0.86,3,36
"104",16098175,"writers paradise 3 nyc",104927746,"Amardeep","Staten Island","Concord",40.59719,-74.08754,"Private room",32,4,23,"2019-05-05",0.87,7,312
"148",19910952,"relax & unwind - classy unique house for 9 people",99202586,"Thelma","Staten Island","Randall Manor",40.62967,-74.1285,"Entire home/apt",135,2,21,"2019-05-26",0.88,5,354
"305",32502180,"1-bedroom newly renovated cozy apartment",244217480,"Vlad","Staten Island","Arden Heights",40.54857,-74.17628,"Entire home/apt",83,30,3,"2019-06-28",0.9,1,316
"113",17073870,"south beach apartment express to manhattan",41398005,"Mirco","Staten Island","Arrochar",40.59372,-74.06766,"Entire home/apt",60,1,25,"2019-07-07",0.91,3,12
"12",375249,"enjoy staten island hospitality",1887999,"Rimma & Jim","Staten Island","Graniteville",40.62109,-74.16534,"Private room",20,3,80,"2019-05-26",0.92,1,226
"36",4033422,"the lighthouse manor",20911928,"Judith","Staten Island","Lighthouse Hill",40.57718,-74.13981,"Entire home/apt",200,2,49,"2018-12-31",0.92,1,360
"179",22420304,"nice bunkbed room with private bathroom ! ",164164069,"Marcia","Staten Island","Westerleigh",40.61422,-74.13167,"Private room",40,2,17,"2018-09-07",0.92,1,36
"312",32918029,"comfy room iii",197516314,"Genny","Staten Island","Port Richmond",40.63517,-74.13352,"Private room",52,1,3,"2019-06-28",0.93,3,365
"278",29828614,"new york home ferry ride from manhattan.",224370048,"Pariis","Staten Island","Tompkinsville",40.63304,-74.09244,"Private room",90,1,6,"2019-06-23",0.95,1,262
"109",16289102,"comfy private room  great location to manhattan",92493393,"Eddie & Lois","Staten Island","West Brighton",40.63209,-74.11494,"Private room",55,2,30,"2019-06-30",0.96,5,61
"203",24412681,"cozy si den with multiple and easy access to nyc",184233409,"Lisa","Staten Island","Port Richmond",40.63275,-74.13681,"Private room",47,2,13,"2019-05-30",0.96,1,283
"108",16232783,"private 1br aparmtent on floor 1 of my house",6677922,"Ilya","Staten Island","Great Kills",40.55616,-74.16027,"Entire home/apt",51,4,29,"2019-06-22",0.97,1,15
"233",26431441,"captains cabin 002 apmnt like",137999892,"Simranjeet","Staten Island","Concord",40.60697,-74.08765,"Private room",30,4,11,"2019-07-06",0.99,7,337
"201",24019172,"xl ensuite 5m to ferry  rumc  snug harbor",9263105,"Wj","Staten Island","New Brighton",40.64393,-74.09312,"Private room",40,30,1,"2019-06-29",1,2,71
"230",26331103,"room b",32060911,"Elvis","Staten Island","West Brighton",40.63402,-74.11375,"Private room",40,33,1,"2019-07-04",1,2,337
"262",28609705,"20 mins from manhattan. 10 mins frm s.i. ferry.",215922295,"Muneeb","Staten Island","Rosebank",40.61088,-74.07327,"Entire home/apt",200,5,8,"2019-06-05",1,1,244
"301",32206003,"spacious rm for 1 near hospital1 min walk to train",241676154,"Maria","Staten Island","Grant City",40.57974,-74.10989,"Private room",30,7,1,"2019-06-29",1,2,188
"310",32890299,"able to walk to free ferry in manhattan. many bus",244544373,"Valerie","Staten Island","St. George",40.63894,-74.08069,"Private room",100,1,1,"2019-06-24",1,2,365
"322",33574976,"still nyc...  grymes hill  staten island",246224359,"Julie Ann","Staten Island","Grymes Hill",40.6105,-74.09132,"Entire home/apt",115,1,1,"2019-06-30",1,1,339
"327",33760723,"spacious studio with easy access to nyc",211400652,"Viktor","Staten Island","Arden Heights",40.55762,-74.19626,"Entire home/apt",70,5,1,"2019-07-03",1,1,55
"334",34312163,"queen room",95570540,"Eileen","Staten Island","Oakwood",40.56033,-74.11953,"Private room",65,1,1,"2019-06-28",1,3,179
"335",34368051,"home away from home",95570540,"Eileen","Staten Island","Oakwood",40.56054,-74.12004,"Entire home/apt",130,1,1,"2019-06-26",1,3,363
"338",34396747,"double room",95570540,"Eileen","Staten Island","Oakwood",40.55908,-74.11992,"Private room",65,1,1,"2019-06-14",1,3,364
"339",34443205,"""hop and skip to nyc""",35819327,"Annette","Staten Island","Rosebank",40.61471,-74.06679,"Entire home/apt",135,2,1,"2019-07-02",1,1,0
"340",34544599,"xl quiet top floor harborview 5m to ferry  rumc",9263105,"Wj","Staten Island","New Brighton",40.64535,-74.09255,"Private room",55,3,1,"2019-06-26",1,2,10
"346",34888503,"charming town of tottenville right outside nyc",962249,"Dora","Staten Island","Tottenville",40.50943,-74.24442,"Entire home/apt",70,3,1,"2019-07-01",1,1,128
"350",35164652,"summer retreat in new modern apartment",76583399,"Kinga","Staten Island","Arrochar",40.59125,-74.08047,"Entire home/apt",195,3,1,"2019-06-24",1,1,119
"351",35224304,"spacious home away from home",43099837,"Crystal","Staten Island","Grymes Hill",40.61569,-74.08957,"Entire home/apt",125,2,1,"2019-06-28",1,1,44
"354",35455986,"newly renovated 1 bedroom apartment ! ",63227531,"Marwa","Staten Island","Randall Manor",40.62845,-74.12294,"Entire home/apt",99,2,1,"2019-06-20",1,2,342
"355",35489384,"cozy apartment",236186921,"Iveth","Staten Island","Tottenville",40.50641,-74.23059,"Entire home/apt",75,1,1,"2019-06-28",1,1,299
"357",35619073,"ferry to manhattan  private  newly renovated",256966373,"Amir","Staten Island","St. George",40.64332,-74.07812,"Entire home/apt",100,3,1,"2019-06-20",1,1,201
"360",35785973,"custom home by lake and nyc",20024538,"Liza","Staten Island","Arrochar",40.5949,-74.07084,"Entire home/apt",199,1,1,"2019-06-30",1,1,81
"368",36237529,"beautiful cozy room  20mn to free ferry",272557707,"Marouene","Staten Island","Rosebank",40.6075,-74.07979,"Private room",65,1,1,"2019-07-05",1,1,179
"373",36438336,"seas the moment",211644523,"Ben","Staten Island","Great Kills",40.54179,-74.14275,"Private room",235,1,1,"2019-07-07",1,1,87
"259",28407992,"entire 2br apartment  your home away from home",162848296,"Fengxiang","Staten Island","Graniteville",40.62301,-74.16558,"Entire home/apt",71,4,7,"2019-06-01",1.01,1,0
"135",18669496,"med. sized bdrm in historical house on staten isl.",128338539,"Reuben","Staten Island","Stapleton",40.62981,-74.07998,"Private room",50,1,25,"2019-07-06",1.03,4,73
"149",19929723,"cozy and quiet getaway (queen size bed)",137999892,"Simranjeet","Staten Island","Concord",40.60609,-74.0888,"Private room",34,4,24,"2019-05-18",1.03,7,293
"156",20136828,"2 bd cozy house",143199593,"Val","Staten Island","Midland Beach",40.57509,-74.09606,"Entire home/apt",105,4,20,"2019-06-10",1.05,1,358
"212",24967000,"gorgeous apartment with access to all #2",175116422,"Karilyn","Staten Island","Grant City",40.57856,-74.1107,"Entire home/apt",72,3,11,"2019-03-24",1.05,3,333
"88",14892623,"cozy space  with  separate entrance",93441980,"Tanya","Staten Island","South Beach",40.59385,-74.08825,"Private room",80,1,38,"2019-05-05",1.1,1,308
"153",20034244,"two rooms in one. a family friendly neighborhood.",113295877,"Jonathan","Staten Island","Tompkinsville",40.63529,-74.09068,"Private room",59,3,26,"2019-06-22",1.11,3,351
"158",20210285,"room ac wi-fi parking cable for 2",131684478,"Mervin (Michael)","Staten Island","West Brighton",40.63291,-74.11749,"Private room",37,2,25,"2018-09-01",1.11,3,306
"311",32912783,"loft bed",113295877,"Jonathan","Staten Island","Tompkinsville",40.63476,-74.0894,"Private room",55,3,3,"2019-06-30",1.11,3,61
"121",17735639,"adorable bright private bedroom.",4204783,"Kevin","Staten Island","West Brighton",40.63149,-74.12393,"Private room",49,2,32,"2019-06-29",1.14,3,315
"175",21981845,"a happy home",158178970,"Raquel","Staten Island","Randall Manor",40.63108,-74.12512,"Private room",27,1,21,"2019-06-19",1.14,3,287
"102",16097690,"doctors lounge for 1 (room 002)",104927746,"Amardeep","Staten Island","Concord",40.59704,-74.08716,"Private room",32,4,30,"2019-06-22",1.2,7,342
"211",24868754,"inexpensive private rm  with  nyc siuh rumc access 3",104812805,"Amarjit S","Staten Island","Arrochar",40.59679,-74.08444,"Private room",33,4,17,"2019-07-06",1.2,8,316
"43",5891777,"cozy 1bd side apartment  with parking",18014128,"Inessa","Staten Island","Great Kills",40.5517,-74.14636,"Entire home/apt",65,5,62,"2019-05-21",1.22,1,336
"48",6739145,"ranch style house with driveway",25368839,"Florence","Staten Island","Dongan Hills",40.58115,-74.09182,"Entire home/apt",155,3,63,"2019-06-22",1.29,1,0
"151",19930835,"cozy and quiet single room  (003) a c in sunmmer",137999892,"Simranjeet","Staten Island","Concord",40.60618,-74.08712,"Private room",33,3,29,"2019-06-09",1.3,7,356
"160",20476779,"enjoy manhattan without paying manhattan prices",146178383,"Diana","Staten Island","St. George",40.64262,-74.08066,"Private room",68,2,29,"2019-05-20",1.3,1,57
"232",26431251,"captain's cabin 001 apmnt like",137999892,"Simranjeet","Staten Island","Concord",40.60531,-74.08893,"Private room",30,4,16,"2019-07-01",1.3,7,334
"172",21550437,"charming prvt rm  students travelers 8 min to siuh",104812805,"Amarjit S","Staten Island","Arrochar",40.59746,-74.08406,"Private room",32,4,26,"2019-05-19",1.33,8,315
"288",31103559,"three bedrooms house",228608906,"Linda","Staten Island","Arrochar",40.58796,-74.07205,"Private room",65,1,8,"2019-07-02",1.37,2,362
"100",16087737,"private room for students residents  001ll safe area",104812805,"Amarjit S","Staten Island","Arrochar",40.59679,-74.083,"Private room",34,4,39,"2019-04-27",1.39,8,347
"133",18414310,"cozy room easy access to manhattan - room #3",72603148,"Faye","Staten Island","Stapleton",40.6348,-74.07734,"Private room",65,1,37,"2019-04-15",1.41,3,356
